[Zone]  ID=port29; dark=True; timeUntilNewDay=24; showFogOfWar=False; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=True; overseerMode=False; rollingPinStyle=False; drawSky=False; drawSky_overrideYpos=-1; boatZone=False; wind=False; overworld=False; canDropItems=True; 
 travelSong=PM-Exotic2; travelSongVolume=1; travelSongPitch=0; combatSong=; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=102; darkG=102; darkB=153; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=ocean; bgFX_sineWave=12; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=p61; zoneGrassPalette=p61; zoneGrassDarkPalette=pCoralHilt; zoneStonePalette=p13; zoneStoneDarkPalette=pSilver; zoneStoneLightPalette=pVolskarnEmpty; zoneWaterPalette=pBlue2; zoneDirtDarkPalette=p60; zoneWoodPalette=pRedbrown2; zoneWoodDarkPalette=pBrown; zoneMisc1Palette=p10; zoneMisc2Palette=p14; zoneMisc3Palette=p44; zoneMisc4Palette=p29; zoneMisc5Palette=p30; zoneMisc6Palette=p43; zoneMisc7Palette=pYellow; zoneMisc8Palette=pYellow4; 

combatMode=False; zoneFX=w_cloudshade;zoneFXTime=9999999;zoneFX_x=0;zoneFX_y=0;zoneFX=w_snow;zoneFXTime=1;zoneFX_x=-1;zoneFX_y=-1;

[Item] ID=wall2_style2; q=1; x=8; y=7;
[Item] ID=wall2_style2; q=1; x=18; y=7;
[Item] ID=roof2_flat5; q=1; x=18; y=7;
[Item] ID=roof2_flat5; q=1; x=18; y=8;
[Item] ID=roof2_flat5; q=1; x=18; y=9;
[Item] ID=roof2_flat5; q=1; x=18; y=10;
[Item] ID=roof2_flat5; q=1; x=18; y=11;
[Item] ID=roof2_flat5; q=1; x=18; y=12;
[Item] ID=wall2_style2; q=1; x=18; y=13;
[Item] ID=roof2_flat5; q=1; x=18; y=13;
[Item] ID=roof2_flat5; q=1; x=18; y=14;
[Item] ID=item_cantGrabOrPlace; q=1; x=18; y=14;
[Item] ID=barrel; q=1; x=18; y=14; containerID=7;
[Item] ID=roof2_flat5; q=1; x=18; y=15;
[Item] ID=item_cantGrabOrPlace; q=1; x=18; y=15;
[Item] ID=barrel_open; q=1; x=18; y=15; containerID=8;
[Item] ID=roof2_flat5; q=1; x=18; y=16;
[Item] ID=item_cantGrabOrPlace; q=1; x=18; y=16;
[Item] ID=barrel; q=1; x=18; y=16; containerID=9;
[Item] ID=roof2_flat8; q=2; x=18; y=17;
[Item] ID=wall2_style2_roof; q=1; x=18; y=18;
[Item] ID=lumber_pile1; q=3; r=-360; x=18; y=18;
[Item] ID=wall5_style2; q=1; x=18; y=19;
[Item] ID=cantBlackenTile; q=1; x=18; y=19;
[Item] ID=wall2_style2; q=1; x=19; y=7;
[Item] ID=roof2_flat5; q=1; x=19; y=7;
[Item] ID=roof2_flat5; q=1; x=19; y=8;
[Item] ID=roof2_flat5; q=1; x=19; y=9;
[Item] ID=roof2_flat5; q=1; x=19; y=10;
[Item] ID=roof2_flat5; q=1; x=19; y=11;
[Item] ID=roof2_flat5; q=1; x=19; y=12;
[Item] ID=wall2_style2; q=1; x=19; y=13;
[Item] ID=roof2_flat5; q=1; x=19; y=13;
[Item] ID=wall2_style2; q=1; x=19; y=14;
[Item] ID=roof2_flat5; q=1; x=19; y=14;
[Item] ID=wall2_style2; q=1; x=19; y=15;
[Item] ID=roof2_flat5; q=1; x=19; y=15;
[Item] ID=wall2_style2; q=1; x=19; y=16;
[Item] ID=roof2_flat5; q=1; x=19; y=16;
[Item] ID=wall2_style2; q=1; x=19; y=17;
[Item] ID=roof2_flat8; q=2; x=19; y=17;
[Item] ID=wall2_style2; q=1; x=19; y=18;
[Item] ID=wall2_style2_roof; q=1; x=19; y=18;
[Item] ID=wall5_style2; q=1; x=19; y=19;
[Item] ID=cantBlackenTile; q=1; x=19; y=19;
[Item] ID=rocks1; q=2; x=19; y=20;
[Item] ID=pebbles1; q=1; r=180; x=19; y=32;
[Item] ID=ice_rocks; q=1; x=19; y=35;
[Item] ID=shoreEdge1; q=1; x=19; y=41;
[Item] ID=wall2_style2; q=1; x=20; y=7;
[Item] ID=roof2_flat5; q=1; x=20; y=7;
[Item] ID=doorway_square_locked_staticP; q=1; x=20; y=7;
[Item] ID=roof2_flat5; q=1; x=20; y=8;
[Item] ID=roof2_flat5; q=1; x=20; y=9;
[Item] ID=roof2_flat5; q=1; x=20; y=10;
[Item] ID=roof2_flat5; q=1; x=20; y=11;
[Item] ID=roof2_flat5; q=1; x=20; y=12;
[Item] ID=roof2_flat5; q=1; x=20; y=13;
[Item] ID=roof2_flat5; q=1; x=20; y=14;
[Item] ID=stand_cornerTop; q=1; r=-360; x=20; y=14;
[Item] ID=roof2_flat5; q=1; x=20; y=15;
[Item] ID=stand_side; q=1; r=-360; x=20; y=15;
[Item] ID=roof2_flat5; q=1; x=20; y=16;
[Item] ID=stand_side; q=1; r=-360; x=20; y=16;
[Item] ID=roof2_flat8; q=2; x=20; y=17;
[Item] ID=stand_cornerBtm; q=1; r=-360; x=20; y=17;
[Item] ID=wall2_style2_roof; q=1; x=20; y=18;
[Item] ID=wall5_style2; q=1; x=20; y=19;
[Item] ID=cantBlackenTile; q=1; x=20; y=19;
[Item] ID=ice_rocks_wallbase; q=1; x=20; y=20;
[Item] ID=ice_rocks; q=1; x=20; y=21;
[Item] ID=wall1_style7_p; q=2; x=20; y=30;
[Item] ID=roof2_flat1; q=2; x=20; y=30;
[Item] ID=roof1_ornament2; q=2; x=20; y=30;
[Item] ID=wall4_style7_p; q=2; x=20; y=31;
[Item] ID=roof2_flat4; q=2; x=20; y=31;
[Item] ID=wall4_style7_p; q=2; x=20; y=32;
[Item] ID=roof2_flat4; q=2; x=20; y=32;
[Item] ID=wall4_style7_p; q=2; x=20; y=33;
[Item] ID=roof2_flat7; q=2; x=20; y=33;
[Item] ID=roof1_ornament2; q=2; x=20; y=33;
[Item] ID=wall1_style7_p; q=2; x=20; y=34;
[Item] ID=cantBlackenTile; q=1; x=20; y=34;
[Item] ID=wall4_style7_p; q=2; x=20; y=35;
[Item] ID=cantBlackenTile; q=1; x=20; y=35;
[Item] ID=ice_rocks_wallbase; q=1; x=20; y=36;
[Item] ID=wall2_style2; q=1; x=21; y=7;
[Item] ID=roof2_flat5; q=1; x=21; y=7;
[Item] ID=roof2_flat5; q=1; x=21; y=8;
[Item] ID=roof2_flat5; q=1; x=21; y=9;
[Item] ID=roof2_flat5; q=1; x=21; y=10;
[Item] ID=roof2_flat5; q=1; x=21; y=11;
[Item] ID=roof2_flat5; q=1; x=21; y=12;
[Item] ID=roof1_ornament2; q=1; x=21; y=12;
[Item] ID=roof2_flat5; q=1; x=21; y=13;
[Item] ID=roof2_flat5; q=1; x=21; y=14;
[Item] ID=roof2_flat5; q=1; x=21; y=15;
[Item] ID=roof2_flat5; q=1; x=21; y=16;
[Item] ID=roof1_ornament2; q=1; x=21; y=16;
[Item] ID=roof2_flat8; q=2; x=21; y=17;
[Item] ID=wall2_style2_roof; q=1; x=21; y=18;
[Item] ID=wall5_style2; q=1; x=21; y=19;
[Item] ID=cantBlackenTile; q=1; x=21; y=19;
[Item] ID=ice_rocks_wallbase; q=1; x=21; y=20;
[Item] ID=dart; q=1; bu=True; x=21; y=22;
[Item] ID=ice_rocks; q=1; x=21; y=29;
[Item] ID=wall2_style7_p; q=2; x=21; y=30;
[Item] ID=roof2_flat2; q=2; x=21; y=30;
[Item] ID=roof2_flat5; q=1; x=21; y=31;
[Item] ID=roof1_ornament2; q=1; x=21; y=31;
[Item] ID=shelves_big_stuff3; q=1; r=-360; x=21; y=31;
[Item] ID=roof2_flat5; q=1; x=21; y=32;
[Item] ID=table_small; q=1; x=21; y=32;
[Item] ID=toolPack; q=1; x=21; y=32; containerID=10;
[Item] ID=repairTool; q=1; containedIn=10; cSlot=0;
[Item] ID=dart; q=1; containedIn=10; cSlot=1;
[Item] ID=lamp; q=1; containedIn=10; cSlot=2;
[Item] ID=bandage; q=1; containedIn=10; cSlot=3;
[Item] ID=shears; q=1; containedIn=10; cSlot=4;
[Item] ID=bottle; q=1; containedIn=10; cSlot=5;
[Item] ID=bottle_beer; q=1; containedIn=10; cSlot=6;
[Item] ID=woodPlank; q=1; containedIn=10; cSlot=7;
[Item] ID=oilCan; q=20; containedIn=10; cSlot=8;
[Item] ID=roof2_flat8; q=2; x=21; y=33;
[Item] ID=food; q=1; x=21; y=33;
[Item] ID=item_cantGrabOrPlace; q=1; x=21; y=33;
[Item] ID=wall2_style7_roof_p; q=2; x=21; y=34;
[Item] ID=wall5_style7_p; q=2; x=21; y=35;
[Item] ID=cantBlackenTile; q=1; x=21; y=35;
[Item] ID=dirt_sandy1; q=1; x=21; y=36;
[Item] ID=dirt_sandy2; q=2; r=270; x=21; y=36;
[Item] ID=wall2_style2; q=1; x=22; y=7;
[Item] ID=roof2_flat5; q=1; x=22; y=7;
[Item] ID=roof2_flat5; q=1; x=22; y=8;
[Item] ID=roof2_flat5; q=1; x=22; y=9;
[Item] ID=roof2_flat5; q=1; x=22; y=10;
[Item] ID=roof2_flat5; q=1; x=22; y=11;
[Item] ID=roof2_flat5; q=1; x=22; y=12;
[Item] ID=roof2_flat5; q=1; x=22; y=13;
[Item] ID=roof2_flat5; q=1; x=22; y=14;
[Item] ID=roof2_flat5; q=1; x=22; y=15;
[Item] ID=roof2_flat5; q=1; x=22; y=16;
[Item] ID=roof2_flat8; q=2; x=22; y=17;
[Item] ID=wall2_style2_roof; q=1; x=22; y=18;
[Item] ID=wall5_style2; q=1; x=22; y=19;
[Item] ID=cantBlackenTile; q=1; x=22; y=19;
[Item] ID=ice_rocks; q=1; x=22; y=20;
[Item] ID=rocks1; q=1; x=22; y=21;
[Item] ID=ice_rocks; q=1; x=22; y=23;
[Item] ID=sign_hanging2; q=1; x=22; y=24;
[Item] ID=sign_icon_axe; q=1; x=22; y=24;
[Item] ID=wall2_style7_p; q=2; x=22; y=30;
[Item] ID=roof2_flat2; q=2; x=22; y=30;
[Item] ID=lamp_wall_off; q=1; x=22; y=30;
[Item] ID=roof2_flat5; q=1; x=22; y=31;
[Item] ID=roof2_flat5; q=1; x=22; y=32;
[Item] ID=roof2_flat8; q=2; x=22; y=33;
[Item] ID=wall2_style7_roof_p; q=2; x=22; y=34;
[Item] ID=doorway_square_staticP_top; q=1; x=22; y=34;
[Item] ID=carpet6; q=4; x=22; y=34;
[Item] ID=carpet_corner2; q=4; x=22; y=34;
[Item] ID=carpet_corner1; q=4; r=180; x=22; y=34;
[Item] ID=wall5_style7_p; q=2; x=22; y=35;
[Item] ID=doorway_square_staticP; q=1; x=22; y=35;
[Item] ID=cantBlackenTile; q=1; x=22; y=35;
[Item] ID=dirt_sandy2; q=3; r=270; x=22; y=36;
[Item] ID=ice_rocks; q=1; x=22; y=39;
[Item] ID=wall2_style2; q=1; x=23; y=7;
[Item] ID=roof2_flat5; q=1; x=23; y=7;
[Item] ID=doorway_square_locked_staticP; q=1; x=23; y=7;
[Item] ID=roof2_flat5; q=1; x=23; y=8;
[Item] ID=roof2_flat5; q=1; x=23; y=9;
[Item] ID=roof2_flat5; q=1; x=23; y=10;
[Item] ID=roof2_flat5; q=1; x=23; y=11;
[Item] ID=roof2_flat5; q=1; x=23; y=12;
[Item] ID=roof2_flat5; q=1; x=23; y=13;
[Item] ID=roof2_flat5; q=1; x=23; y=14;
[Item] ID=roof2_flat5; q=1; x=23; y=15;
[Item] ID=roof2_flat5; q=1; x=23; y=16;
[Item] ID=roof2_flat8; q=2; x=23; y=17;
[Item] ID=roof2_flat1; q=2; x=23; y=18;
[Item] ID=roof1_ornament2; q=2; x=23; y=18;
[Item] ID=wall1_style2; q=1; x=23; y=19;
[Item] ID=roof2_flat4; q=2; x=23; y=19;
[Item] ID=wall1_style2; q=1; x=23; y=20;
[Item] ID=roof2_flat4; q=2; x=23; y=20;
[Item] ID=wall1_style2; q=1; x=23; y=21;
[Item] ID=roof2_flat4; q=2; x=23; y=21;
[Item] ID=wall1_style2; q=1; x=23; y=22;
[Item] ID=roof2_flat4; q=2; x=23; y=22;
[Item] ID=wall1_style2; q=1; x=23; y=23;
[Item] ID=roof2_flat7; q=2; x=23; y=23;
[Item] ID=roof1_ornament2; q=2; x=23; y=23;
[Item] ID=wall1_style2; q=1; x=23; y=24;
[Item] ID=cantBlackenTile; q=1; x=23; y=24;
[Item] ID=curtain1_top; q=5; x=23; y=24;
[Item] ID=wall4_style2; q=1; x=23; y=25;
[Item] ID=cantBlackenTile; q=1; x=23; y=25;
[Item] ID=curtain1_btm; q=5; x=23; y=25;
[Item] ID=ice_rocks_wallbase; q=1; x=23; y=26;
[Item] ID=wall2_style7_p; q=2; x=23; y=30;
[Item] ID=roof2_flat2; q=2; x=23; y=30;
[Item] ID=roof2_flat5; q=1; x=23; y=31;
[Item] ID=roof1_ornament2; q=1; x=23; y=31;
[Item] ID=shelves_big_stuff4; q=1; x=23; y=31;
[Item] ID=roof2_flat5; q=1; x=23; y=32;
[Item] ID=table_small; q=1; x=23; y=32;
[Item] ID=item_cantGrabOrPlace; q=1; x=23; y=32;
[Item] ID=gp; q=3; x=23; y=32;
[Item] ID=gem_small1; q=1; x=23; y=32;
[Item] ID=roof2_flat8; q=2; x=23; y=33;
[Item] ID=item_cantGrabOrPlace; q=1; x=23; y=33;
[Item] ID=sandbag_movable; q=1; x=23; y=33;
[Item] ID=wall2_style7_roof_p; q=2; x=23; y=34;
[Item] ID=wall5_style7_p; q=2; x=23; y=35;
[Item] ID=cantBlackenTile; q=1; x=23; y=35;
[Item] ID=dirt_sandy1; q=2; r=180; x=23; y=36;
[Item] ID=dirt_sandy2; q=1; r=270; x=23; y=36;
[Item] ID=shoreEdge1; q=1; r=-360; x=23; y=42;
[Item] ID=wall2_style2; q=1; x=24; y=7;
[Item] ID=roof2_flat5; q=1; x=24; y=7;
[Item] ID=roof2_flat5; q=1; x=24; y=8;
[Item] ID=barrel_open_water; q=1; x=24; y=8;
[Item] ID=roof2_flat5; q=1; x=24; y=9;
[Item] ID=roof2_flat5; q=1; x=24; y=10;
[Item] ID=stand_cornerTop; q=1; x=24; y=10;
[Item] ID=roof2_flat5; q=1; x=24; y=11;
[Item] ID=stand_side; q=1; x=24; y=11;
[Item] ID=sword_iron; q=1; x=24; y=11; containerID=11;
[Item] ID=item_cantGrabOrPlace; q=1; x=24; y=11;
[Item] ID=roof2_flat5; q=1; x=24; y=12;
[Item] ID=stand_side; q=1; x=24; y=12;
[Item] ID=armor_iron; q=1; x=24; y=12; containerID=12;
[Item] ID=item_cantGrabOrPlace; q=1; x=24; y=12;
[Item] ID=roof2_flat5; q=1; x=24; y=13;
[Item] ID=stand_cornerBtm; q=1; x=24; y=13;
[Item] ID=weaponPack; q=1; x=24; y=13; containerID=13;
[Item] ID=sword_iron; q=1; containedIn=13; cSlot=0; containerID=14;
[Item] ID=dagger_iron; q=1; containedIn=13; cSlot=1; containerID=15;
[Item] ID=hammer_iron; q=1; containedIn=13; cSlot=2; containerID=16;
[Item] ID=axe_iron; q=1; containedIn=13; cSlot=3; containerID=17;
[Item] ID=spear_iron; q=1; containedIn=13; cSlot=4; containerID=18;
[Item] ID=flail_iron; q=1; containedIn=13; cSlot=5; containerID=19;
[Item] ID=whip_iron; q=1; containedIn=13; cSlot=6; containerID=20;
[Item] ID=knuckle_iron; q=1; containedIn=13; cSlot=7; containerID=21;
[Item] ID=rapier_iron; q=1; containedIn=13; cSlot=8; containerID=22;
[Item] ID=greatsword_iron; q=1; containedIn=13; cSlot=9; containerID=23;
[Item] ID=bow_iron; q=1; containedIn=13; cSlot=10; containerID=24;
[Item] ID=xbow_iron; q=1; containedIn=13; cSlot=11; containerID=25;
[Item] ID=shield_iron; q=1; containedIn=13; cSlot=12; containerID=26;
[Item] ID=armor_iron; q=1; containedIn=13; cSlot=13; containerID=27;
[Item] ID=iron_chunk; q=1; containedIn=13; cSlot=14;
[Item] ID=roof2_flat5; q=1; x=24; y=14;
[Item] ID=roof2_flat5; q=1; x=24; y=15;
[Item] ID=roof2_flat5; q=1; x=24; y=16;
[Item] ID=roof2_flat8; q=2; x=24; y=17;
[Item] ID=roof2_flat2; q=2; x=24; y=18;
[Item] ID=roof2_flat5; q=1; x=24; y=19;
[Item] ID=roof1_ornament2; q=1; x=24; y=19;
[Item] ID=roof2_flat5; q=1; x=24; y=20;
[Item] ID=roof2_flat5; q=1; x=24; y=21;
[Item] ID=stool3; q=1; x=24; y=21;
[Item] ID=item_cantGrabOrPlace; q=1; x=24; y=21;
[Item] ID=roof2_flat5; q=1; x=24; y=22;
[Item] ID=roof1_ornament2; q=1; x=24; y=22;
[Item] ID=carpet1; q=4; x=24; y=22;
[Item] ID=carpet_corner2; q=4; x=24; y=22;
[Item] ID=stool3; q=1; x=24; y=22;
[Item] ID=item_cantGrabOrPlace; q=1; x=24; y=22;
[Item] ID=roof2_flat8; q=2; x=24; y=23;
[Item] ID=carpet7; q=4; x=24; y=23;
[Item] ID=carpet_edge2; q=4; r=270; x=24; y=23;
[Item] ID=stool3; q=1; x=24; y=23;
[Item] ID=item_cantGrabOrPlace; q=1; x=24; y=23;
[Item] ID=wall2_style2_roof; q=1; x=24; y=24;
[Item] ID=carpet1; q=4; x=24; y=24;
[Item] ID=carpet_corner2; q=4; r=270; x=24; y=24;
[Item] ID=wall5_style2; q=1; x=24; y=25;
[Item] ID=cantBlackenTile; q=1; x=24; y=25;
[Item] ID=ice_rocks_wallbase; q=1; x=24; y=26;
[Item] ID=wall3_style7_p; q=2; x=24; y=30;
[Item] ID=roof2_flat3; q=2; x=24; y=30;
[Item] ID=roof1_ornament2; q=2; x=24; y=30;
[Item] ID=wall6_style7_p; q=2; x=24; y=31;
[Item] ID=roof2_flat6; q=2; x=24; y=31;
[Item] ID=wall6_style7_p; q=2; x=24; y=32;
[Item] ID=roof2_flat6; q=2; x=24; y=32;
[Item] ID=wall6_style7_p; q=2; x=24; y=33;
[Item] ID=roof2_flat9; q=2; x=24; y=33;
[Item] ID=roof1_ornament2; q=2; x=24; y=33;
[Item] ID=wall3_style7_p; q=2; x=24; y=34;
[Item] ID=cantBlackenTile; q=1; x=24; y=34;
[Item] ID=wall6_style7_p; q=2; x=24; y=35;
[Item] ID=cantBlackenTile; q=1; x=24; y=35;
[Item] ID=ice_rocks_wallbase; q=1; x=24; y=36;
[Item] ID=ice_rocks; q=1; x=24; y=41;
[Item] ID=wall2_style2; q=1; x=25; y=7;
[Item] ID=roof2_flat5; q=1; x=25; y=7;
[Item] ID=wall2_style2; q=1; x=25; y=8;
[Item] ID=roof2_flat5; q=1; x=25; y=8;
[Item] ID=wall2_style2; q=1; x=25; y=9;
[Item] ID=roof2_flat5; q=1; x=25; y=9;
[Item] ID=lamp_wall_off; q=1; x=25; y=9;
[Item] ID=wall2_style2; q=1; x=25; y=10;
[Item] ID=roof2_flat5; q=1; x=25; y=10;
[Item] ID=wall2_style2; q=1; x=25; y=11;
[Item] ID=roof2_flat5; q=1; x=25; y=11;
[Item] ID=wall2_style2; q=1; x=25; y=12;
[Item] ID=roof2_flat5; q=1; x=25; y=12;
[Item] ID=wall2_style2; q=1; x=25; y=13;
[Item] ID=roof2_flat5; q=1; x=25; y=13;
[Item] ID=wall2_style2; q=1; x=25; y=14;
[Item] ID=roof2_flat5; q=1; x=25; y=14;
[Item] ID=wall1_style2; q=1; x=25; y=15;
[Item] ID=roof2_flat5; q=1; x=25; y=15;
[Item] ID=wall1_style2; q=1; x=25; y=16;
[Item] ID=roof2_flat5; q=1; x=25; y=16;
[Item] ID=lightSphere; q=1; x=25; y=16;
[Item] ID=roof2_flat8; q=2; x=25; y=17;
[Item] ID=roof2_flat2; q=2; x=25; y=18;
[Item] ID=roof2_flat5; q=1; x=25; y=19;
[Item] ID=roof2_flat5; q=1; x=25; y=20;
[Item] ID=roof2_flat5; q=1; x=25; y=21;
[Item] ID=roof2_flat5; q=1; x=25; y=22;
[Item] ID=carpet7; q=4; x=25; y=22;
[Item] ID=carpet_edge2; q=4; x=25; y=22;
[Item] ID=roof2_flat8; q=2; x=25; y=23;
[Item] ID=carpet1; q=4; x=25; y=23;
[Item] ID=wall2_style2_roof; q=1; x=25; y=24;
[Item] ID=carpet7; q=4; x=25; y=24;
[Item] ID=carpet_edge2; q=4; r=180; x=25; y=24;
[Item] ID=stool3; q=1; x=25; y=24;
[Item] ID=item_cantGrabOrPlace; q=1; x=25; y=24;
[Item] ID=wall5_style2; q=1; x=25; y=25;
[Item] ID=cantBlackenTile; q=1; x=25; y=25;
[Item] ID=fade_f1; q=1; x=25; y=31;
[Item] ID=fade_f1; q=1; x=25; y=32;
[Item] ID=fade_f1; q=1; x=25; y=33;
[Item] ID=sign_hanging2; q=1; r=-360; x=25; y=34;
[Item] ID=sign_icon_balance; q=1; x=25; y=34;
[Item] ID=fade_f1; q=1; x=25; y=34;
[Item] ID=ice_rocks; q=1; x=25; y=35;
[Item] ID=fade_s_diag_half1; q=1; r=-180; x=25; y=35;
[Item] ID=fade_s_diag_half2; q=1; r=-180; x=25; y=35;
[Item] ID=rubble; q=1; x=25; y=39;
[Item] ID=roof2_flat5; q=1; x=26; y=7;
[Item] ID=roof2_flat5; q=1; x=26; y=8;
[Item] ID=roof2_flat5; q=1; x=26; y=9;
[Item] ID=roof2_flat5; q=1; x=26; y=10;
[Item] ID=roof2_flat5; q=1; x=26; y=11;
[Item] ID=roof2_flat5; q=1; x=26; y=12;
[Item] ID=roof2_flat5; q=1; x=26; y=13;
[Item] ID=roof2_flat5; q=1; x=26; y=14;
[Item] ID=wall2_style2; q=1; x=26; y=15;
[Item] ID=roof2_flat5; q=1; x=26; y=15;
[Item] ID=mount_item; q=1; x=26; y=15;
[Item] ID=sword_volskarn; q=1; x=26; y=15; containerID=28;
[Item] ID=item_cantGrabOrPlace; q=1; x=26; y=15;
[Item] ID=wall2_style2; q=1; x=26; y=16;
[Item] ID=roof2_flat5; q=1; x=26; y=16;
[Item] ID=roof2_flat8; q=2; x=26; y=17;
[Item] ID=bookshelves_bigL1; q=1; x=26; y=17;
[Item] ID=roof2_flat2; q=2; x=26; y=18;
[Item] ID=roof2_flat5; q=1; x=26; y=19;
[Item] ID=roof2_flat5; q=1; x=26; y=20;
[Item] ID=roof2_flat5; q=1; x=26; y=21;
[Item] ID=roof2_flat5; q=1; x=26; y=22;
[Item] ID=carpet1; q=4; x=26; y=22;
[Item] ID=carpet_corner2; q=4; r=90; x=26; y=22;
[Item] ID=roof2_flat8; q=2; x=26; y=23;
[Item] ID=carpet7; q=4; x=26; y=23;
[Item] ID=carpet_edge2; q=4; r=90; x=26; y=23;
[Item] ID=wall2_style2_roof; q=1; x=26; y=24;
[Item] ID=carpet1; q=4; x=26; y=24;
[Item] ID=carpet_corner2; q=4; r=180; x=26; y=24;
[Item] ID=stool3; q=1; x=26; y=24;
[Item] ID=item_cantGrabOrPlace; q=1; x=26; y=24;
[Item] ID=wall5_style2; q=1; x=26; y=25;
[Item] ID=cantBlackenTile; q=1; x=26; y=25;
[Item] ID=ice_rocks_wallbase; q=1; x=26; y=26;
[Item] ID=rubble; q=1; x=26; y=40;
[Item] ID=roof2_flat5; q=1; x=27; y=7;
[Item] ID=roof2_flat5; q=1; x=27; y=8;
[Item] ID=roof2_flat5; q=1; x=27; y=9;
[Item] ID=roof2_flat5; q=1; x=27; y=10;
[Item] ID=roof2_flat5; q=1; x=27; y=11;
[Item] ID=roof2_flat5; q=1; x=27; y=12;
[Item] ID=roof2_flat5; q=1; x=27; y=13;
[Item] ID=roof2_flat5; q=1; x=27; y=14;
[Item] ID=wall2_style2; q=1; x=27; y=15;
[Item] ID=roof2_flat5; q=1; x=27; y=15;
[Item] ID=wall2_style2; q=1; x=27; y=16;
[Item] ID=roof2_flat5; q=1; x=27; y=16;
[Item] ID=roof2_flat8; q=2; x=27; y=17;
[Item] ID=bookshelves_bigR1; q=1; x=27; y=17;
[Item] ID=roof2_flat2; q=2; x=27; y=18;
[Item] ID=roof2_flat5; q=1; x=27; y=19;
[Item] ID=table_left2; q=1; x=27; y=19;
[Item] ID=roof2_flat5; q=1; x=27; y=20;
[Item] ID=roof1_ornament2; q=1; x=27; y=20;
[Item] ID=roof2_flat5; q=1; x=27; y=21;
[Item] ID=roof2_flat5; q=1; x=27; y=22;
[Item] ID=roof2_flat8; q=2; x=27; y=23;
[Item] ID=wall2_style2_roof; q=1; x=27; y=24;
[Item] ID=wall5_style2; q=1; x=27; y=25;
[Item] ID=cantBlackenTile; q=1; x=27; y=25;
[Item] ID=roof2_flat5; q=1; x=28; y=7;
[Item] ID=roof2_flat5; q=1; x=28; y=8;
[Item] ID=roof2_flat5; q=1; x=28; y=9;
[Item] ID=roof2_flat5; q=1; x=28; y=10;
[Item] ID=roof2_flat5; q=1; x=28; y=11;
[Item] ID=roof2_flat5; q=1; x=28; y=12;
[Item] ID=roof2_flat5; q=1; x=28; y=13;
[Item] ID=roof2_flat5; q=1; x=28; y=14;
[Item] ID=wall2_style2; q=1; x=28; y=15;
[Item] ID=roof2_flat5; q=1; x=28; y=15;
[Item] ID=curtain1_top; q=5; x=28; y=15;
[Item] ID=wall2_style2; q=1; x=28; y=16;
[Item] ID=roof2_flat5; q=1; x=28; y=16;
[Item] ID=curtain1_btm; q=5; x=28; y=16;
[Item] ID=carpet3; q=4; r=90; x=28; y=17;
[Item] ID=carpet_corner1; q=4; x=28; y=17;
[Item] ID=roof2_flat8; q=2; x=28; y=17;
[Item] ID=carpet3; q=4; r=90; x=28; y=18;
[Item] ID=carpet_edge1; q=4; r=270; x=28; y=18;
[Item] ID=roof2_flat2; q=2; x=28; y=18;
[Item] ID=roof2_flat5; q=1; x=28; y=19;
[Item] ID=carpet3; q=4; r=90; x=28; y=19;
[Item] ID=carpet_edge1; q=4; r=270; x=28; y=19;
[Item] ID=table_mid2; q=1; x=28; y=19;
[Item] ID=posters; q=2; x=28; y=19;
[Item] ID=roof2_flat5; q=1; x=28; y=20;
[Item] ID=carpet3; q=4; r=90; x=28; y=20;
[Item] ID=carpet_edge1; q=4; r=270; x=28; y=20;
[Item] ID=roof2_flat5; q=1; x=28; y=21;
[Item] ID=carpet3; q=4; r=90; x=28; y=21;
[Item] ID=carpet_edge1; q=4; r=270; x=28; y=21;
[Item] ID=roof2_flat5; q=1; x=28; y=22;
[Item] ID=carpet3; q=4; r=90; x=28; y=22;
[Item] ID=carpet_edge1; q=4; r=270; x=28; y=22;
[Item] ID=roof2_flat8; q=2; x=28; y=23;
[Item] ID=carpet3; q=4; r=90; x=28; y=23;
[Item] ID=carpet_edge1; q=4; r=270; x=28; y=23;
[Item] ID=wall2_style2_roof; q=1; x=28; y=24;
[Item] ID=carpet3; q=4; r=90; x=28; y=24;
[Item] ID=carpet_corner1; q=4; r=270; x=28; y=24;
[Item] ID=wall5_style2; q=1; x=28; y=25;
[Item] ID=cantBlackenTile; q=1; x=28; y=25;
[Item] ID=street_edge_corner2; q=1; x=28; y=26;
[Item] ID=travelPoint_9D; q=1; r=360; x=28; y=31;
[Item] ID=dirt_sandy2; q=2; r=90; x=28; y=42;
[Item] ID=roof2_flat5; q=1; x=29; y=7;
[Item] ID=roof2_flat5; q=1; x=29; y=8;
[Item] ID=roof2_flat5; q=1; x=29; y=9;
[Item] ID=roof2_flat5; q=1; x=29; y=10;
