[Zone]  ID=zFDW5a; dark=True; timeUntilNewDay=24; showFogOfWar=True; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=False; overseerMode=False; rollingPinStyle=False; drawSky=False; drawSky_overrideYpos=-1; boatZone=False; wind=False; overworld=False; canDropItems=True; 
 travelSong=ZP-ForgottenCastle; travelSongVolume=0.85; travelSongPitch=0.1; combatSong=PM-Rapid5; combatSongVolume=1; combatSongPitch=0; combatSongDelay=1.2; 
darkR=56; darkG=41; darkB=47; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=oceanB; bgFX_sineWave=12; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=p67; zoneGrassPalette=pGreen; zoneGrassDarkPalette=pGreen2; zoneStonePalette=p78; zoneStoneDarkPalette=p81; zoneStoneLightPalette=p69; zoneWaterPalette=p69; zoneDirtDarkPalette=p68; zoneWoodPalette=pBlue5; zoneWoodDarkPalette=pYellow6; zoneMisc1Palette=p81; zoneMisc2Palette=p69; zoneMisc3Palette=p69; zoneMisc4Palette=pFadeDark; zoneMisc5Palette=pGreen; zoneMisc6Palette=pOrange; zoneMisc7Palette=p68; zoneMisc8Palette=pPurple; 

combatMode=False; zoneFX=w_risingDust;zoneFXTime=1;zoneFX_x=-1;zoneFX_y=-1;

[Item] ID=blockedPassage; q=1; x=0; y=44;
chosenAbilityOfEachClass=tactician=Tac_command; 
chosenAbilityOfEachClass=breaker=Br_breakWeapon; 
chosenAbilityOfEachClass=warrior=Wa_shove; 
chosenAbilityOfEachClass=guardian=Gu_mightyBlock; 
chosenAbilityOfEachClass=gladiator=Gla_smash; 

[ActorState]
canSwap=False;

[ActorEffect]
 actorValue=PhysDef; sourceAVAffecter=armor_ironice; sourceType=item; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=4; duration=-1;
[ActorEffect]
 actorValue=MagDef; sourceAVAffecter=armor_ironice; sourceType=item; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=2; duration=-1;
[ActorEffect]
 actorValue=PhysEva; sourceAVAffecter=armor_ironice; sourceType=item; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=-10; duration=-1;
[ActorEffect]
 actorValue=PhysDef; sourceAVAffecter=bracers_metal; sourceType=item; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=PhysEva; sourceAVAffecter=dagger_parry; sourceType=item; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=8; duration=-1;
[ActorEffect]
 actorValue=MagDef; sourceAVAffecter=necklace_admiral_locket; sourceType=item; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=2; duration=-1;
[ActorEffect]
 actorValue=actTime; sourceAVAffecter=necklace_admiral_locket; sourceType=item; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=-1; duration=-1;
[ActorEffect]
 actorValue=MagAtk; sourceAVAffecter=tactician; sourceType=class; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=MagDef; sourceAVAffecter=tactician; sourceType=class; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=PhysEva; sourceAVAffecter=tactician; sourceType=class; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=5; duration=-1;
[ActorEffect]
 actorValue=MagEva; sourceAVAffecter=tactician; sourceType=class; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=15; duration=-1;
[ActorEffect]
 actorValue=skill_Sword; sourceAVAffecter=tactician; sourceType=class; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=skill_Axe; sourceAVAffecter=tactician; sourceType=class; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=skill_Hammer; sourceAVAffecter=tactician; sourceType=class; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=skill_Spear; sourceAVAffecter=tactician; sourceType=class; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=skill_Flail; sourceAVAffecter=tactician; sourceType=class; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=skill_Dagger; sourceAVAffecter=tactician; sourceType=class; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=1; duration=-1;
[ActorEffect]
 actorValue=TrueMPMax; sourceAVAffecter=av_falpa1; hideAllEffects=True; showNoDescription=True; durationIsWorldtimeDays=False; magnitude=10; duration=-1;

[ActorInventory]
style=; maxWeight=100000; maxVolume=99; canContainAnything=False; infiniteStock=False; shopContainer=False; canOnlyContainItemsWithThisProperty=none; capacity=9; 
 

[ActorItem] ID=scimitar_whirl; cSlot=0; containerID=0;
[ActorItem] ID=dagger_parry; cSlot=1; containerID=1;
[ActorItem] ID=armor_ironice; cSlot=2; containerID=2;
[ActorItem] ID=bracers_metal; cSlot=3;
[ActorItem] ID=necklace_admiral_locket; cSlot=4;


[Actor]ID=actor_turret_caster_gate_zFDW4a_zFDW4a_1; name=Gate T1-R1;
actorTypeID=actor_turret_caster_gate; sprite=actor_turret_caster; actorClass=none; secondaryClass=; actorClass3=; actorClass4=; movementSpeed=4; position=36,29; destination=-1,-1; facingRot=90; actualRot=0; incapacitated=False; canSwap=False; canAttractAttention=True; givesXP=True; canDespawn=False; canEditAppearance=True; canLootCorpse=True; canControlFullyIfControllable=True; controllable=False; playerCanOpenInv=False; alreadyKOdOnce=False; canManipCorpse=True; idleAnimOverride=; combatMusicOverride=; statementPrefix=; hostile=True; fearless=True; unkillable=False; factionBoss=False; faction=enemy; combatTeam=; clothPalette=pRed2; skinPalette=pBW; armorPalette=p86; unarmoredPalette=p86; aiScript=idle; aiTarget=; aiVarX=0; aiVarY=0; aiVarX2=0; aiVarY2=0; canApplyDifficultyMods=True; difficultyModeSupportAbilAdded=False; favoredHand=0; incapacitated=False; dialogNodeID=; aggressiveness=10; bravery=10; intelligence=0.1; honor=0; aiRating_bonusToNotMoving=0; aiRating_priorityMult=1.1; ai_extraTime=0; totalXP=0; damageTaken=0; timesKOd=0; mountedOn=; mountedBy=; male=False; movementType=;

 supportAbilities=bulwark;  supportAbilities=pureMind;  supportAbilities=; actTime=33; 

[ActorState]
canSwap=False;


[ActorInventory]
style=; maxWeight=100000; maxVolume=99; canContainAnything=False; infiniteStock=False; shopContainer=False; canOnlyContainItemsWithThisProperty=none; capacity=9; 
 

[ActorItem] ID=gem_small2; cSlot=4;


[Actor]ID=bigrobo_wreck2_zFDW5a_0; name=AutoMech;
actorTypeID=bigrobo_wreck2; sprite=actor_bigrobo_wreck2; actorClass=none; secondaryClass=; actorClass3=; actorClass4=; movementSpeed=5; position=26,33; destination=-1,-1; facingRot=90; actualRot=0; incapacitated=False; canSwap=False; canAttractAttention=True; givesXP=True; canDespawn=False; canEditAppearance=True; canLootCorpse=True; canControlFullyIfControllable=True; controllable=False; playerCanOpenInv=False; alreadyKOdOnce=False; canManipCorpse=True; idleAnimOverride=; combatMusicOverride=; statementPrefix=; hostile=True; fearless=True; unkillable=False; factionBoss=False; faction=enemy; combatTeam=; clothPalette=p49; skinPalette=p14; armorPalette=p45; unarmoredPalette=p38; aiScript=idle; aiTarget=; aiVarX=0; aiVarY=0; aiVarX2=0; aiVarY2=0; canApplyDifficultyMods=True; difficultyModeSupportAbilAdded=False; favoredHand=0; incapacitated=False; dialogNodeID=; aggressiveness=2; bravery=2; intelligence=2; honor=0; aiRating_bonusToNotMoving=0; aiRating_priorityMult=1; ai_extraTime=0; totalXP=0; damageTaken=0; timesKOd=0; mountedOn=; mountedBy=; male=False; movementType=;

 supportAbilities=multiscale;  supportAbilities=bulwark;  supportAbilities=brittleArmor; PhysAtk=10; MagAtk=12; PhysDef=7; MagDef=6; 

[ActorState]
canSwap=False;

[ActorEffect]
 actorValue=multihitDefense; sourceAVAffecter=multiscale; hideAllEffects=False; showNoDescription=False; durationIsWorldtimeDays=False; magnitude=50; duration=-1;

[ActorInventory]
style=; maxWeight=100000; maxVolume=99; canContainAnything=False; infiniteStock=False; shopContainer=False; canOnlyContainItemsWithThisProperty=none; capacity=9; 
 




[Trigger] numID=0; aliasID=;
topX=39;topY=81;btmX=45;btmY=81;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=True; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=0; effectID=travel_point; sValue=zFDW4a; sValue2=; bValue1=False; bValue2=False; fValue=2; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;



[Trigger] numID=1; aliasID=;
topX=31;topY=36;btmX=33;btmY=37;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=True; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=1; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=4; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=1; effectID=pointCameraAt; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=1; delay=0.5; fReq=1; taskString=; xValue=32; yValue=31;
[TriggerEffect] numID=1; effectID=talk; sValue=admiral; sValue2=demon1a; bValue1=True; bValue2=False; fValue=0; delay=4; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=1; effectID=song; sValue=ZP-ForgottenCastle; sValue2=; bValue1=False; bValue2=False; fValue=-0.1; delay=0; fReq=1; taskString=; xValue=50; yValue=-1;



[Trigger] numID=2; aliasID=tBattleSetup1;
topX=23;topY=51;btmX=28;btmY=51;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=2; effectID=removeAllItems; sValue=tile_cantTarget; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=removeAllItems; sValue=blockedLoS; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=removeAllItems; sValue=blockedLoE; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=relocateActors_point; sValue=; sValue2=2; bValue1=True; bValue2=True; fValue=9; delay=0; fReq=1; taskString=; xValue=32; yValue=51;
[TriggerEffect] numID=2; effectID=setZoneDarkness; sValue=132,92,104; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=setFog; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=12; delay=0; fReq=1; taskString=; xValue=32; yValue=31;
[TriggerEffect] numID=2; effectID=enterCombat; sValue=demon; sValue2=; bValue1=False; bValue2=False; fValue=22; delay=3; fReq=1; taskString=; xValue=32; yValue=36;
[TriggerEffect] numID=2; effectID=fx; sValue=fx_earthquake_major; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=action; sValue=dispelZone; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=action; sValue=partyGoesFirst; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3.1; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=fx; sValue=blackenScreen_shorter; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.1; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=fx; sValue=screenShock; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=applyElement; sValue=cutsc_destroy; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.1; fReq=1; taskString=; xValue=31; yValue=42;
[TriggerEffect] numID=2; effectID=applyElement; sValue=cutsc_destroy; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.1; fReq=1; taskString=; xValue=32; yValue=42;
[TriggerEffect] numID=2; effectID=applyElement; sValue=cutsc_destroy; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.1; fReq=1; taskString=; xValue=33; yValue=42;
[TriggerEffect] numID=2; effectID=removeItem; sValue=table_stoneL; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=31; yValue=30;
[TriggerEffect] numID=2; effectID=removeItem; sValue=table_stoneM; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=32; yValue=30;
[TriggerEffect] numID=2; effectID=removeItem; sValue=table_stoneR; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=33; yValue=30;
[TriggerEffect] numID=2; effectID=fx; sValue=terrain; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=31; yValue=30;
[TriggerEffect] numID=2; effectID=fx; sValue=terrain; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=32; yValue=30;
[TriggerEffect] numID=2; effectID=fx; sValue=terrain; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=33; yValue=30;
[TriggerEffect] numID=2; effectID=removeItem; sValue=blood_trail; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=32; yValue=30;



[Trigger] numID=3; aliasID=tDemon1;
topX=23;topY=48;btmX=28;btmY=48;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=3; effectID=removeItem; sValue=blockedPassage; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=31; yValue=29;
[TriggerEffect] numID=3; effectID=removeItem; sValue=blockedPassage; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=32; yValue=29;
[TriggerEffect] numID=3; effectID=removeItem; sValue=blockedPassage; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=33; yValue=29;
[TriggerEffect] numID=3; effectID=setFog; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=2; delay=0; fReq=1; taskString=; xValue=32; yValue=27;
[TriggerEffect] numID=3; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=3; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=3; effectID=pointCameraAt; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=1; delay=0.2; fReq=1; taskString=; xValue=32; yValue=26;
[TriggerEffect] numID=3; effectID=talk; sValue=demon; sValue2=demon3a; bValue1=False; bValue2=False; fValue=0; delay=3; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=3; effectID=song; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;



[Trigger] numID=4; aliasID=tDemon2;
topX=23;topY=49;btmX=28;btmY=49;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=4; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=4; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=4; effectID=trigger; sValue=tBattleSetup1; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=4; effectID=setFactionHostile; sValue=enemy; sValue2=; bValue1=False; bValue2=False; fValue=1; delay=1; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=4; effectID=addZoneFX; sValue=w_suddenSparks; sValue2=; bValue1=True; bValue2=False; fValue=4; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=4; effectID=pointCameraAt; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=8; delay=0; fReq=1; taskString=; xValue=32; yValue=32;
[TriggerEffect] numID=4; effectID=movement; sValue=demon; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; fReq=1; taskString=; xValue=32; yValue=30;
[TriggerEffect] numID=4; effectID=song; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=4; effectID=fx; sValue=sfx_energyBuildup; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.2; fReq=1; taskString=; xValue=-1; yValue=-1;



[Trigger] numID=5; aliasID=;
topX=23;topY=53;btmX=28;btmY=53;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=combatEnd; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=5; effectID=removeZoneFX; sValue=w_suddenSparks; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=5; effectID=setZoneSongs; sValue=CC0-DeepNoise; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=50; yValue=-1;
[TriggerEffect] numID=5; effectID=song; sValue=CC0-DeepNoise; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=50; yValue=-1;
[TriggerEffect] numID=5; effectID=removeItem; sValue=blockedPassage; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=31; yValue=42;
[TriggerEffect] numID=5; effectID=removeItem; sValue=blockedPassage; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=32; yValue=42;
[TriggerEffect] numID=5; effectID=removeItem; sValue=blockedPassage; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=33; yValue=42;



