[Zone]  ID=zFleetBattle; dark=True; timeUntilNewDay=11.12958; showFogOfWar=False; fogOfWar=False; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=False; overseerMode=False; rollingPinStyle=False; drawSky=False; drawSky_overrideYpos=-1; boatZone=True; wind=True; overworld=False; canDropItems=True; 
 travelSong=; travelSongVolume=1; travelSongPitch=0; combatSong=PM-Seanchas; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=102; darkG=102; darkB=153; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=ocean; bgFX_sineWave=0; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=pR; zoneGrassPalette=pR; zoneGrassDarkPalette=pR; zoneStonePalette=pR; zoneStoneDarkPalette=pR; zoneStoneLightPalette=pR; zoneWaterPalette=pBlue2; zoneDirtDarkPalette=pR; zoneWoodPalette=pR; zoneWoodDarkPalette=pR; zoneMisc1Palette=pR; zoneMisc2Palette=pR; zoneMisc3Palette=pRed; zoneMisc4Palette=pBlue; zoneMisc5Palette=pGreen; zoneMisc6Palette=pOrange; zoneMisc7Palette=pYellow; zoneMisc8Palette=pPurple; 

combatMode=False; 

[Item] ID=blockedLoE; q=1; x=0; y=0;
[Item] ID=blockedLoE; q=1; x=38; y=2;
[Item] ID=blockedLoE; q=1; x=38; y=3;
[Item] ID=sunbeam_circle_huge_darker; q=1; x=38; y=22;
[Item] ID=sunbeam_circle_huge_darker; q=1; x=38; y=32;
[Item] ID=sunbeam_circle_huge_darker; q=1; x=38; y=40;
[Item] ID=underwater_object3; q=1; x=38; y=44;
[Item] ID=blockedLoE; q=1; x=38; y=48;
[Item] ID=blockedLoE; q=1; x=38; y=49;
[Item] ID=blockedLoE; q=1; x=38; y=50;
[Item] ID=blockedLoE; q=1; x=38; y=51;
[Item] ID=blockedLoE; q=1; x=38; y=52;
[Item] ID=blockedLoE; q=1; x=39; y=0;
[Item] ID=blockedLoE; q=1; x=39; y=1;
[Item] ID=blockedLoE; q=1; x=39; y=2;
[Item] ID=blockedLoE; q=1; x=39; y=3;
[Item] ID=sunbeam_circle_huge_darker; q=1; x=39; y=12;
[Item] ID=blockedLoE; q=1; x=39; y=48;
[Item] ID=blockedLoE; q=1; x=39; y=49;
[Item] ID=blockedLoE; q=1; x=39; y=50;
[Item] ID=blockedLoE; q=1; x=39; y=51;
[Item] ID=blockedLoE; q=1; x=39; y=52;
[Item] ID=blockedLoE; q=1; x=40; y=0;
[Item] ID=blockedLoE; q=1; x=40; y=1;
[Item] ID=blockedLoE; q=1; x=40; y=2;
[Item] ID=blockedLoE; q=1; x=40; y=3;
[Item] ID=blockedLoE; q=1; x=40; y=48;
[Item] ID=blockedLoE; q=1; x=40; y=49;
[Item] ID=blockedLoE; q=1; x=40; y=50;
[Item] ID=blockedLoE; q=1; x=40; y=51;
[Item] ID=blockedLoE; q=1; x=40; y=52;
[Item] ID=blockedLoE; q=1; x=41; y=0;
[Item] ID=blockedLoE; q=1; x=41; y=1;
[Item] ID=blockedLoE; q=1; x=41; y=2;
[Item] ID=blockedLoE; q=1; x=41; y=3;
[Item] ID=blockedLoE; q=1; x=41; y=48;
[Item] ID=blockedLoE; q=1; x=41; y=49;
[Item] ID=blockedLoE; q=1; x=41; y=50;
[Item] ID=blockedLoE; q=1; x=41; y=51;
[Item] ID=blockedLoE; q=1; x=41; y=52;
[Item] ID=blockedLoE; q=1; x=42; y=0;
[Item] ID=blockedLoE; q=1; x=42; y=1;
[Item] ID=blockedLoE; q=1; x=42; y=2;
[Item] ID=blockedLoE; q=1; x=42; y=3;
[Item] ID=underwater_object4; q=1; x=42; y=37;
[Item] ID=blockedLoE; q=1; x=42; y=48;
[Item] ID=blockedLoE; q=1; x=42; y=49;
[Item] ID=blockedLoE; q=1; x=42; y=50;
[Item] ID=blockedLoE; q=1; x=42; y=51;
[Item] ID=blockedLoE; q=1; x=42; y=52;
[Item] ID=blockedLoE; q=1; x=43; y=0;
[Item] ID=blockedLoE; q=1; x=43; y=1;
[Item] ID=blockedLoE; q=1; x=43; y=2;
[Item] ID=blockedLoE; q=1; x=43; y=3;
[Item] ID=underwater_object7; q=1; x=43; y=11;
[Item] ID=underwater_object8; q=1; x=43; y=20;
[Item] ID=underwater_object5; q=1; x=43; y=21;
[Item] ID=blockedLoE; q=1; x=43; y=48;
[Item] ID=blockedLoE; q=1; x=43; y=49;
[Item] ID=blockedLoE; q=1; x=43; y=50;
[Item] ID=blockedLoE; q=1; x=43; y=51;
[Item] ID=blockedLoE; q=1; x=43; y=52;
[Item] ID=blockedLoE; q=1; x=44; y=0;
[Item] ID=blockedLoE; q=1; x=44; y=1;
[Item] ID=blockedLoE; q=1; x=44; y=2;
[Item] ID=blockedLoE; q=1; x=44; y=3;
[Item] ID=blockedLoE; q=1; x=44; y=48;
[Item] ID=blockedLoE; q=1; x=44; y=49;
[Item] ID=blockedLoE; q=1; x=44; y=50;
[Item] ID=blockedLoE; q=1; x=44; y=51;
[Item] ID=blockedLoE; q=1; x=44; y=52;
[Item] ID=blockedLoE; q=1; x=45; y=0;
[Item] ID=blockedLoE; q=1; x=45; y=1;
[Item] ID=blockedLoE; q=1; x=45; y=2;
[Item] ID=blockedLoE; q=1; x=45; y=3;
[Item] ID=blockedLoE; q=1; x=45; y=48;
[Item] ID=blockedLoE; q=1; x=45; y=49;
[Item] ID=blockedLoE; q=1; x=45; y=50;
[Item] ID=blockedLoE; q=1; x=45; y=51;
[Item] ID=blockedLoE; q=1; x=45; y=52;
[Item] ID=blockedLoE; q=1; x=46; y=0;
[Item] ID=sunbeam_circle_huge_dull; q=1; x=46; y=0;
[Item] ID=blockedLoE; q=1; x=46; y=1;
[Item] ID=blockedLoE; q=1; x=46; y=2;
[Item] ID=blockedLoE; q=1; x=46; y=3;
[Item] ID=blockedLoE; q=1; x=46; y=48;
[Item] ID=blockedLoE; q=1; x=46; y=49;
[Item] ID=blockedLoE; q=1; x=46; y=50;
[Item] ID=blockedLoE; q=1; x=46; y=51;
[Item] ID=blockedLoE; q=1; x=46; y=52;
[Item] ID=blockedLoE; q=1; x=47; y=0;
[Item] ID=blockedLoE; q=1; x=47; y=1;
[Item] ID=blockedLoE; q=1; x=47; y=2;
[Item] ID=blockedLoE; q=1; x=47; y=3;
[Item] ID=blockedLoE; q=1; x=47; y=4;
[Item] ID=blockedLoE; q=1; x=47; y=5;
[Item] ID=blockedLoE; q=1; x=47; y=6;
[Item] ID=blockedLoE; q=1; x=47; y=7;
[Item] ID=blockedLoE; q=1; x=47; y=8;
[Item] ID=blockedLoE; q=1; x=47; y=9;
[Item] ID=blockedLoE; q=1; x=47; y=10;
[Item] ID=blockedLoE; q=1; x=47; y=11;
[Item] ID=blockedLoE; q=1; x=47; y=12;
[Item] ID=blockedLoE; q=1; x=47; y=13;
[Item] ID=blockedLoE; q=1; x=47; y=14;
[Item] ID=blockedLoE; q=1; x=47; y=15;
[Item] ID=blockedLoE; q=1; x=47; y=16;
[Item] ID=blockedLoE; q=1; x=47; y=17;
[Item] ID=blockedLoE; q=1; x=47; y=18;
[Item] ID=blockedLoE; q=1; x=47; y=19;
[Item] ID=blockedLoE; q=1; x=47; y=20;
[Item] ID=blockedLoE; q=1; x=47; y=21;
[Item] ID=blockedLoE; q=1; x=47; y=22;
[Item] ID=blockedLoE; q=1; x=47; y=23;
[Item] ID=blockedLoE; q=1; x=47; y=24;
[Item] ID=blockedLoE; q=1; x=47; y=25;
[Item] ID=blockedLoE; q=1; x=47; y=26;
[Item] ID=blockedLoE; q=1; x=47; y=27;
[Item] ID=blockedLoE; q=1; x=47; y=28;
[Item] ID=blockedLoE; q=1; x=47; y=29;
[Item] ID=blockedLoE; q=1; x=47; y=30;
[Item] ID=blockedLoE; q=1; x=47; y=31;
[Item] ID=blockedLoE; q=1; x=47; y=32;
[Item] ID=blockedLoE; q=1; x=47; y=33;
[Item] ID=blockedLoE; q=1; x=47; y=34;
[Item] ID=blockedLoE; q=1; x=47; y=35;
[Item] ID=blockedLoE; q=1; x=47; y=36;
[Item] ID=blockedLoE; q=1; x=47; y=37;
[Item] ID=blockedLoE; q=1; x=47; y=38;
[Item] ID=blockedLoE; q=1; x=47; y=39;
[Item] ID=blockedLoE; q=1; x=47; y=40;
[Item] ID=blockedLoE; q=1; x=47; y=41;
[Item] ID=blockedLoE; q=1; x=47; y=42;
[Item] ID=blockedLoE; q=1; x=47; y=43;
[Item] ID=blockedLoE; q=1; x=47; y=44;
[Item] ID=blockedLoE; q=1; x=47; y=45;
[Item] ID=blockedLoE; q=1; x=47; y=46;
[Item] ID=blockedLoE; q=1; x=47; y=47;
[Item] ID=blockedLoE; q=1; x=47; y=48;
[Item] ID=blockedLoE; q=1; x=47; y=49;
[Item] ID=blockedLoE; q=1; x=47; y=50;
[Item] ID=blockedLoE; q=1; x=47; y=51;
[Item] ID=blockedLoE; q=1; x=47; y=52;
[Item] ID=blockedLoE; q=1; x=48; y=0;
[Item] ID=blockedLoE; q=1; x=48; y=1;
[Item] ID=blockedLoE; q=1; x=48; y=2;
[Item] ID=blockedLoE; q=1; x=48; y=3;
[Item] ID=blockedLoE; q=1; x=48; y=4;
[Item] ID=blockedLoE; q=1; x=48; y=5;
[Item] ID=blockedLoE; q=1; x=48; y=6;
[Item] ID=blockedLoE; q=1; x=48; y=7;
[Item] ID=blockedLoE; q=1; x=48; y=8;
[Item] ID=blockedLoE; q=1; x=48; y=9;
[Item] ID=blockedLoE; q=1; x=48; y=10;
[Item] ID=blockedLoE; q=1; x=48; y=11;
[Item] ID=blockedLoE; q=1; x=48; y=12;
[Item] ID=blockedLoE; q=1; x=48; y=13;
[Item] ID=blockedLoE; q=1; x=48; y=14;
[Item] ID=blockedLoE; q=1; x=48; y=15;
[Item] ID=blockedLoE; q=1; x=48; y=16;
[Item] ID=blockedLoE; q=1; x=48; y=17;
[Item] ID=blockedLoE; q=1; x=48; y=18;
[Item] ID=blockedLoE; q=1; x=48; y=19;
[Item] ID=blockedLoE; q=1; x=48; y=20;
[Item] ID=blockedLoE; q=1; x=48; y=21;
[Item] ID=blockedLoE; q=1; x=48; y=22;
[Item] ID=blockedLoE; q=1; x=48; y=23;
[Item] ID=blockedLoE; q=1; x=48; y=24;
[Item] ID=blockedLoE; q=1; x=48; y=25;
[Item] ID=blockedLoE; q=1; x=48; y=26;
[Item] ID=blockedLoE; q=1; x=48; y=27;
[Item] ID=blockedLoE; q=1; x=48; y=28;
[Item] ID=blockedLoE; q=1; x=48; y=29;
[Item] ID=blockedLoE; q=1; x=48; y=30;
[Item] ID=blockedLoE; q=1; x=48; y=31;
[Item] ID=blockedLoE; q=1; x=48; y=32;
[Item] ID=blockedLoE; q=1; x=48; y=33;
[Item] ID=blockedLoE; q=1; x=48; y=34;
[Item] ID=blockedLoE; q=1; x=48; y=35;
[Item] ID=blockedLoE; q=1; x=48; y=36;
[Item] ID=blockedLoE; q=1; x=48; y=37;
[Item] ID=blockedLoE; q=1; x=48; y=38;
[Item] ID=blockedLoE; q=1; x=48; y=39;
[Item] ID=blockedLoE; q=1; x=48; y=40;
[Item] ID=blockedLoE; q=1; x=48; y=41;
[Item] ID=blockedLoE; q=1; x=48; y=42;
[Item] ID=blockedLoE; q=1; x=48; y=43;
[Item] ID=blockedLoE; q=1; x=48; y=44;
[Item] ID=blockedLoE; q=1; x=48; y=45;
[Item] ID=blockedLoE; q=1; x=48; y=46;
[Item] ID=blockedLoE; q=1; x=48; y=47;
[Item] ID=blockedLoE; q=1; x=48; y=48;
[Item] ID=blockedLoE; q=1; x=48; y=49;
[Item] ID=blockedLoE; q=1; x=48; y=50;
[Item] ID=blockedLoE; q=1; x=48; y=51;
[Item] ID=blockedLoE; q=1; x=48; y=52;



[Trigger] numID=0; aliasID=;
topX=3;topY=1;btmX=4;btmY=2;
triggerImmediatelyOnEnteringZone=True; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=0; effectID=fx; sValue=blackenScreen; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=0; effectID=enterCombat; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=99; delay=0.2; fReq=1; taskString=; xValue=25; yValue=25;
[TriggerEffect] numID=0; effectID=trigger; sValue=tStartFleetBattle; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.1; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=0; effectID=trigger; sValue=tSpawnEscort; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;



[Trigger] numID=1; aliasID=;
topX=1;topY=4;btmX=46;btmY=4;topX+=46;topY+=5;btmX+=46;btmY+=47;topX++=2;topY++=47;btmX++=45;btmY++=47;topX+++=2;topY+++=5;btmX+++=2;btmY+++=46;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=1; effectID=travel_gVars; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=90; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;



[Trigger] numID=2; aliasID=;
topX=5;topY=1;btmX=6;btmY=2;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=combatWon; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=2; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=1; delay=0; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=talk; sValue=; sValue2=dialog_wonFleetBattle; bValue1=False; bValue2=False; fValue=0; delay=1; fReq=1; taskString=; xValue=-1; yValue=-1;



[Trigger] numID=3; aliasID=tSpawnEscort;
topX=7;topY=1;btmX=10;btmY=1;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=True; fReq=gTimeSinceLessThan:playerEscort:721;
[TriggerEffect] numID=3; effectID=spawn_g_nearPlayer; sValue=playerEscort; sValue2=; bValue1=False; bValue2=True; fValue=0; delay=0.02; fReq=1; taskString=; xValue=-1; yValue=-1;
[TriggerEffect] numID=3; effectID=adjustFleetAlliegances; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.2; fReq=1; taskString=; xValue=-1; yValue=-1;



