[Zone]  ID=zCaveJail3a; dark=True; timeUntilNewDay=24; showFogOfWar=True; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=True; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=False; overseerMode=False; rollingPinStyle=False; drawSky=False; boatZone=False; wind=False; overworld=False; canDropItems=True; 
 travelSong=PM-Suspense3; travelSongVolume=1; travelSongPitch=0; song2=CC0-DeepNoise; song2Volume=0.4; song2Pitch=0; combatSong=; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=61; darkG=67; darkB=63; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=; bgFX_sineWave=0; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=0; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=p17; zoneGrassPalette=pGreen; zoneGrassDarkPalette=pGreen2; zoneStonePalette=p38; zoneStoneDarkPalette=p38; zoneStoneLightPalette=p38; zoneWaterPalette=p2; zoneDirtDarkPalette=p1; zoneWoodPalette=pWood; zoneWoodDarkPalette=pWoodDark; zoneMisc1Palette=pWoodDark; zoneMisc2Palette=pWoodDark; zoneMisc3Palette=pRed; zoneMisc4Palette=pBlue; zoneMisc5Palette=pGreen; zoneMisc6Palette=pOrange; zoneMisc7Palette=pYellow; zoneMisc8Palette=pPurple; 

combatMode=False; 

[Item] ID=roof_black; q=1; x=0; y=1;
[Item] ID=rockEdge1_overhang_dark; q=1; x=26; y=43;
[Item] ID=rocks1; q=2; x=26; y=45;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=26; y=56;
[Item] ID=rockEdge1_overhang2_dark; q=1; r=180; x=26; y=59;
[Item] ID=rockEdge1_S_overhang; q=1; x=27; y=4;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=27; y=8;
[Item] ID=rockEdge1_overhang2_dark; q=1; x=27; y=9;
[Item] ID=rockEdge1_overhang2_dark; q=1; r=90; x=27; y=12;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=27; y=15;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=27; y=18;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=27; y=23;
[Item] ID=debris_small3; q=1; x=27; y=26;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=27; y=29;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=27; y=30;
[Item] ID=rockEdge1_overhang_dark; q=1; r=180; x=27; y=35;
[Item] ID=pebbles1; q=1; x=27; y=38;
[Item] ID=rockEdge1_overhang_dark; q=1; x=27; y=42;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=27; y=56;
[Item] ID=rockEdge1_S_overhang; q=1; x=28; y=7;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=28; y=9;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=28; y=15;
[Item] ID=debris_small1; q=1; x=28; y=17;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=28; y=29;
[Item] ID=rockEdge1_overhang_dark; q=1; x=28; y=30;
[Item] ID=rockEdge1_overhang2_dark; q=1; x=28; y=33;
[Item] ID=rockEdge1_S_overhang_dark; q=1; r=180; x=28; y=35;
[Item] ID=rocks1; q=1; r=-360; x=28; y=53;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=28; y=56;
[Item] ID=rockEdge1_overhang2_dark; q=1; x=28; y=57;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=29; y=8;
[Item] ID=rockEdge1_overhang2_dark; q=1; x=29; y=10;
[Item] ID=rocks1; q=1; x=29; y=12;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=29; y=28;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=29; y=29;
[Item] ID=rockEdge1_overhang2_dark; q=1; x=29; y=34;
[Item] ID=rockEdge1_overhang_dark; q=1; x=29; y=41;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=29; y=57;
[Item] ID=roof_black; q=1; x=30; y=1;
[Item] ID=roof_black; q=1; x=30; y=2;
[Item] ID=roof_black; q=1; x=30; y=3;
[Item] ID=roof_black; q=1; x=30; y=4;
[Item] ID=roof_black; q=1; x=30; y=5;
[Item] ID=roof_black; q=1; x=30; y=6;
[Item] ID=rockEdge1_S_overhang; q=1; x=30; y=9;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=30; y=28;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=30; y=29;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=30; y=57;
[Item] ID=rockEdge1_overhang2_dark; q=1; x=30; y=58;
[Item] ID=roof_black; q=1; x=31; y=1;
[Item] ID=rockEdge1_S_overhang; q=1; x=31; y=2;
[Item] ID=roof_black; q=1; x=31; y=2;
[Item] ID=debris_wood_dark; q=1; x=31; y=3;
[Item] ID=roof_black; q=1; x=31; y=3;
[Item] ID=pedestalMid; q=1; x=31; y=4;
[Item] ID=roof_black; q=1; x=31; y=4;
[Item] ID=trigger_elec_cage; q=1; x=31; y=4;
[Item] ID=roof_black; q=1; x=31; y=5;
[Item] ID=pedestalMid; q=1; x=31; y=6;
[Item] ID=roof_black; q=1; x=31; y=6;
[Item] ID=pistol_ancient; q=1; x=31; y=6; containerID=2;
[Item] ID=rockEdge1_S_overhang; q=1; x=31; y=9;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=31; y=27;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=31; y=28;
[Item] ID=rockEdge1_overhang_dark; q=1; x=31; y=29;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=31; y=57;
[Item] ID=roof_black; q=1; x=32; y=1;
[Item] ID=rockEdge1_S_overhang; q=1; x=32; y=2;
[Item] ID=roof_black; q=1; x=32; y=2;
[Item] ID=shelves_big_broken1; q=1; x=32; y=3;
[Item] ID=roof_black; q=1; x=32; y=3;
[Item] ID=pedestalL; q=1; r=-360; x=32; y=4;
[Item] ID=roof_black; q=1; x=32; y=4;
[Item] ID=band_elec; q=1; x=32; y=4;
[Item] ID=roof_black; q=1; x=32; y=5;
[Item] ID=pedestalL; q=1; r=-360; x=32; y=6;
[Item] ID=roof_black; q=1; x=32; y=6;
[Item] ID=xbow_iron; q=1; x=32; y=6; containerID=3;
[Item] ID=rockEdge1_S_overhang; q=1; x=32; y=11;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=32; y=27;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=32; y=28;
[Item] ID=roof_black; q=1; x=33; y=1;
[Item] ID=rockEdge1_S_overhang; q=1; x=33; y=2;
[Item] ID=roof_black; q=1; x=33; y=2;
[Item] ID=shelves_big_broken2; q=1; r=-360; x=33; y=3;
[Item] ID=roof_black; q=1; x=33; y=3;
[Item] ID=roof_black; q=1; x=33; y=4;
[Item] ID=roof_black; q=1; x=33; y=5;
[Item] ID=roof_black; q=1; x=33; y=6;
[Item] ID=roof_black; q=1; x=33; y=7;
[Item] ID=roof_black; q=1; x=33; y=8;
[Item] ID=rockEdge1_S_overhang; q=1; x=33; y=11;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=33; y=27;
[Item] ID=rockEdge1_overhang_dark; q=1; x=33; y=28;
[Item] ID=debris_small3; q=1; x=33; y=36;
[Item] ID=roof_black; q=1; x=34; y=1;
[Item] ID=rockEdge1_S_overhang; q=1; x=34; y=2;
[Item] ID=roof_black; q=1; x=34; y=2;
[Item] ID=debris_wood_dark; q=1; r=180; x=34; y=3;
[Item] ID=roof_black; q=1; x=34; y=3;
[Item] ID=bone_dust; q=1; x=34; y=3;
[Item] ID=roof_black; q=1; x=34; y=4;
[Item] ID=roof_black; q=1; x=34; y=5;
[Item] ID=roof_black; q=1; x=34; y=6;
[Item] ID=roof_black; q=1; x=34; y=7;
[Item] ID=roof_black; q=1; x=34; y=8;
[Item] ID=fade_s_roof; q=1; r=180; x=34; y=9;
[Item] ID=fade_s_roof_diag2; q=1; x=34; y=9;
[Item] ID=fade_s_roof_diag2; q=1; r=90; x=34; y=9;
[Item] ID=cantBlackenTile; q=1; x=34; y=9;
[Item] ID=blood_pool; q=1; r=90; x=34; y=9;
[Item] ID=blood_pool; q=2; r=-90; x=34; y=10;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=34; y=27;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=34; y=50;
[Item] ID=roof_black; q=1; x=35; y=1;
[Item] ID=rockEdge1_S_overhang; q=1; x=35; y=2;
[Item] ID=roof_black; q=1; x=35; y=2;
[Item] ID=blood_pool; q=2; x=35; y=2;
[Item] ID=roof_black; q=1; x=35; y=3;
[Item] ID=gp; q=1; x=35; y=3;
[Item] ID=roof_black; q=1; x=35; y=4;
[Item] ID=roof_black; q=1; x=35; y=5;
[Item] ID=roof_black; q=1; x=35; y=6;
[Item] ID=roof_black; q=1; x=35; y=7;
[Item] ID=roof_black; q=1; x=35; y=8;
[Item] ID=rockEdge1_S_overhang; q=1; x=35; y=11;
[Item] ID=brazierUnlit; q=1; x=35; y=12;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=35; y=26;
[Item] ID=rockEdge1_overhang_dark; q=1; x=35; y=27;
[Item] ID=rockEdge1_overhang_dark; q=1; x=35; y=50;
[Item] ID=roof_black; q=1; x=36; y=1;
[Item] ID=rockEdge1_S_overhang; q=1; x=36; y=2;
[Item] ID=roof_black; q=1; x=36; y=2;
[Item] ID=blood_pool; q=1; x=36; y=2;
[Item] ID=roof_black; q=1; x=36; y=3;
[Item] ID=gp; q=2; r=-90; x=36; y=3;
[Item] ID=pedestalL; q=1; x=36; y=4;
[Item] ID=roof_black; q=1; x=36; y=4;
[Item] ID=blood_pool; q=1; r=180; x=36; y=4;
[Item] ID=roof_black; q=1; x=36; y=5;
[Item] ID=pedestalL; q=1; x=36; y=6;
[Item] ID=roof_black; q=1; x=36; y=6;
[Item] ID=armor_steel; q=1; x=36; y=6; containerID=4;
[Item] ID=rockEdge1_S_overhang; q=1; x=36; y=11;
[Item] ID=rockEdge1_overhang_dark; q=1; x=36; y=26;
[Item] ID=rockEdge1_S_overhang_dark; q=1; x=36; y=49;
[Item] ID=roof_black; q=1; x=37; y=1;
[Item] ID=rockEdge1_S_overhang; q=1; x=37; y=2;
[Item] ID=roof_black; q=1; x=37; y=2;
[Item] ID=roof_black; q=1; x=37; y=3;
[Item] ID=chest_stone2_open; q=1; x=37; y=3; containerID=5;
[Item] ID=gp; q=82; containedIn=5; cSlot=0;
[Item] ID=gp; q=28; containedIn=5; cSlot=2;
[Item] ID=gp; q=3; containedIn=5; cSlot=3;
[Item] ID=gp; q=2; containedIn=5; cSlot=4;
[Item] ID=gp; q=1; containedIn=5; cSlot=5;
[Item] ID=lost_docs; q=1; containedIn=5; cSlot=6;
[Item] ID=gp; q=11; containedIn=5; cSlot=9;
[Item] ID=gp; q=2; containedIn=5; cSlot=11;
[Item] ID=pedestalMid; q=1; x=37; y=4;
[Item] ID=roof_black; q=1; x=37; y=4;
[Item] ID=bracers_metal; q=1; x=37; y=4;
[Item] ID=roof_black; q=1; x=37; y=5;
[Item] ID=foodDX; q=1; x=37; y=5;
[Item] ID=pedestalMid; q=1; x=37; y=6;
[Item] ID=roof_black; q=1; x=37; y=6;
[Item] ID=armor_steel; q=1; x=37; y=6; containerID=6;
[Item] ID=rockEdge1_S_overhang; q=1; x=37; y=12;
[Item] ID=rockEdge1_overhang_dark; q=1; x=37; y=25;
[Item] ID=pebbles1; q=1; r=180; x=37; y=31;
[Item] ID=rockEdge1_overhang_dark; q=1; x=37; y=41;
[Item] ID=rockEdge1_S_overhang_wall_dark; q=1; x=37; y=48;
[Item] ID=rockEdge1_overhang_dark; q=1; x=37; y=49;
[Item] ID=roof_black; q=1; x=38; y=1;
[Item] ID=roof_black; q=1; x=38; y=2;
[Item] ID=roof_black; q=1; x=38; y=3;
[Item] ID=roof_black; q=1; x=38; y=4;
[Item] ID=roof_black; q=1; x=38; y=5;
[Item] ID=roof_black; q=1; x=38; y=6;
[Item] ID=rockEdge1_S_overhang; q=1; x=38; y=12;
[Item] ID=rockEdge1_overhang_dark; q=1; x=38; y=24;
[Item] ID=rockEdge1_overhang_dark; q=1; x=38; y=40;
[Item] ID=rockEdge1_overhang_dark; q=1; x=38; y=48;



[Trigger] numID=0; aliasID=;
topX=1;topY=9;btmX=3;btmY=11;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=0; effectID=travel_point; sValue=zCaveJail2a; sValue2=; bValue1=False; bValue2=False; fValue=1; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=1; aliasID=;
topX=0;topY=6;btmX=3;btmY=8;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=1; effectID=travel_point; sValue=zCaveJail2a; sValue2=; bValue1=False; bValue2=False; fValue=2; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=2; aliasID=;
topX=1;topY=0;btmX=2;btmY=0;
triggerImmediatelyOnEnteringZone=True; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=2; effectID=fx; sValue=blackenScreen; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=3; aliasID=;
topX=4;topY=0;btmX=7;btmY=0;
triggerImmediatelyOnEnteringZone=True; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=True; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=g:spreadChain_zCaveJail2a;
[TriggerEffect] numID=3; effectID=action; sValue=spreadChain; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.05; xValue=2; yValue=9;



[Trigger] numID=4; aliasID=;
topX=11;topY=10;btmX=11;btmY=10;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=4; effectID=travel_point; sValue=zCaveJail4a; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;





[HeightMap]h=1, 3, 6;h=1, 4, 6;h=1, 5, 6;h=1, 6, 6;h=1, 7, 6;h=2, 3, 6;h=2, 4, 6;h=2, 5, 6;h=2, 6, 6;h=2, 7, 6;h=3, 3, 4;h=3, 4, 4;h=4, 3, 2;h=4, 4, 2;
