[Zone]  ID=zBeach0c; dark=True; timeUntilNewDay=24; showFogOfWar=True; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=False; overseerMode=False; rollingPinStyle=False; drawSky=False; drawSky_overrideYpos=-1; boatZone=False; wind=False; overworld=False; canDropItems=True; 
 travelSong=AmbientBeach; travelSongVolume=0.6; travelSongPitch=0; combatSong=; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=71; darkG=57; darkB=86; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=oceanB; bgFX_sineWave=8; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=pYellow6; zoneGrassPalette=pGreen; zoneGrassDarkPalette=pGreen2; zoneStonePalette=pGreyD; zoneStoneDarkPalette=pGreyD2; zoneStoneLightPalette=pGreyD; zoneWaterPalette=p48; zoneDirtDarkPalette=p20; zoneWoodPalette=pYellow5; zoneWoodDarkPalette=pWoodDark; zoneMisc1Palette=p50; zoneMisc2Palette=pWoodDark; zoneMisc3Palette=pRed3; zoneMisc4Palette=pBlue; zoneMisc5Palette=pGreen; zoneMisc6Palette=pOrange; zoneMisc7Palette=pYellow; zoneMisc8Palette=pPurple; 

combatMode=False; 

[Item] ID=rubble; q=1; x=12; y=33;
[Item] ID=pebbles2; q=1; x=36; y=54;
[Item] ID=rubble; q=1; x=36; y=55;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=37; y=2;
[Item] ID=roof2_flat2; q=1; x=37; y=23;
[Item] ID=fade_s3; q=1; r=180; x=37; y=23;
[Item] ID=fade_s3; q=1; r=180; x=37; y=23;
[Item] ID=roof2_flat5; q=1; x=37; y=24;
[Item] ID=roof2_flat5; q=1; x=37; y=25;
[Item] ID=roof2_flat5; q=1; x=37; y=26;
[Item] ID=roof2_flat5; q=1; x=37; y=27;
[Item] ID=roof2_flat5; q=1; x=37; y=28;
[Item] ID=shelves; q=1; oX=0; oY=4; x=37; y=28;
[Item] ID=roof2_flat5; q=1; x=37; y=29;
[Item] ID=roof2_flat5; q=1; x=37; y=30;
[Item] ID=roof2_flat5; q=1; x=37; y=31;
[Item] ID=roof2_flat8; q=1; x=37; y=32;
[Item] ID=blockedLoE; q=1; x=37; y=33;
[Item] ID=cantBlackenTile; q=1; x=37; y=33;
[Item] ID=rubble; q=1; x=37; y=49;
[Item] ID=rubble; q=1; x=37; y=50;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=38; y=2;
[Item] ID=lantern_mounted1; q=1; x=38; y=23;
[Item] ID=roof2_flat2; q=1; x=38; y=23;
[Item] ID=roof1_ornament2; q=1; x=38; y=23;
[Item] ID=blockedWalkJump; q=1; x=38; y=23;
[Item] ID=roof2_flat5; q=1; x=38; y=24;
[Item] ID=roof2_flat5; q=1; x=38; y=25;
[Item] ID=roof2_flat5; q=1; x=38; y=26;
[Item] ID=boat_fcastle_corner2; q=1; r=180; x=38; y=27;
[Item] ID=roof2_flat5; q=1; x=38; y=27;
[Item] ID=roof2_flat5; q=1; x=38; y=28;
[Item] ID=roof2_flat5; q=1; x=38; y=29;
[Item] ID=roof2_flat5; q=1; x=38; y=30;
[Item] ID=roof2_flat5; q=1; x=38; y=31;
[Item] ID=shelves_big_empty1; q=1; r=360; x=38; y=32;
[Item] ID=roof2_flat8; q=1; x=38; y=32;
[Item] ID=blockedLoE; q=1; x=38; y=33;
[Item] ID=cantBlackenTile; q=1; x=38; y=33;
[Item] ID=dirt_sandy2; q=2; x=38; y=52;
[Item] ID=dirt_sandy2; q=3; x=38; y=53;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=39; y=2;
[Item] ID=roof2_flat2; q=1; x=39; y=23;
[Item] ID=blockedWalkJump; q=1; x=39; y=23;
[Item] ID=roof2_flat5; q=1; x=39; y=24;
[Item] ID=roof2_flat5; q=1; x=39; y=25;
[Item] ID=roof1_ornament2; q=1; x=39; y=25;
[Item] ID=roof2_flat5; q=1; x=39; y=26;
[Item] ID=roof2_flat5; q=1; x=39; y=27;
[Item] ID=roof2_flat5; q=1; x=39; y=28;
[Item] ID=roof2_flat5; q=1; x=39; y=29;
[Item] ID=roof1_ornament2; q=1; x=39; y=29;
[Item] ID=roof2_flat5; q=1; x=39; y=30;
[Item] ID=roof2_flat5; q=1; x=39; y=31;
[Item] ID=shelves_big_stuff3; q=1; r=-360; x=39; y=32;
[Item] ID=roof2_flat8; q=1; x=39; y=32;
[Item] ID=blockedLoE; q=1; x=39; y=33;
[Item] ID=cantBlackenTile; q=1; x=39; y=33;
[Item] ID=fade_s5; q=1; x=40; y=22;
[Item] ID=doorway_closed_misc; q=1; x=40; y=23;
[Item] ID=roof2_flat2; q=1; x=40; y=23;
[Item] ID=roof2_flat5; q=1; x=40; y=24;
[Item] ID=roof2_flat5; q=1; x=40; y=25;
[Item] ID=roof2_flat5; q=1; x=40; y=26;
[Item] ID=roof2_flat5; q=1; x=40; y=27;
[Item] ID=roof2_flat5; q=1; x=40; y=28;
[Item] ID=roof2_flat5; q=1; x=40; y=29;
[Item] ID=roof2_flat5; q=1; x=40; y=30;
[Item] ID=roof2_flat5; q=1; x=40; y=31;
[Item] ID=roof2_flat8; q=1; x=40; y=32;
[Item] ID=blockedLoE; q=1; x=40; y=33;
[Item] ID=cantBlackenTile; q=1; x=40; y=33;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=41; y=3;
[Item] ID=roof2_flat2; q=1; x=41; y=23;
[Item] ID=blockedWalkJump; q=1; x=41; y=23;
[Item] ID=barrel_broken; q=1; x=41; y=24; containerID=1;
[Item] ID=roof2_flat5; q=1; x=41; y=24;
[Item] ID=roof2_flat5; q=1; x=41; y=25;
[Item] ID=roof2_flat5; q=1; x=41; y=26;
[Item] ID=roof2_flat5; q=1; x=41; y=27;
[Item] ID=roof2_flat5; q=1; x=41; y=28;
[Item] ID=roof2_flat5; q=1; x=41; y=29;
[Item] ID=lumber_pile1; q=1; r=360; oX=2; oY=0; x=41; y=29;
[Item] ID=roof2_flat5; q=1; x=41; y=30;
[Item] ID=lumber_pile1; q=4; r=-360; oX=-2; oY=0; x=41; y=30;
[Item] ID=roof2_flat5; q=1; x=41; y=31;
[Item] ID=roof2_flat8; q=1; x=41; y=32;
[Item] ID=debris_wood_dark; q=1; r=-360; x=41; y=32;
[Item] ID=blockedLoE; q=1; x=41; y=33;
[Item] ID=cantBlackenTile; q=1; x=41; y=33;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=41; y=46;
[Item] ID=rockEdge1_overhang2; q=1; x=41; y=51;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=42; y=4;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=42; y=5;
[Item] ID=boat_fcastle_corner2; q=1; r=90; x=42; y=23;
[Item] ID=roof2_flat3; q=1; x=42; y=23;
[Item] ID=roof1_ornament2; q=1; x=42; y=23;
[Item] ID=blockedWalkJump; q=1; x=42; y=23;
[Item] ID=roof2_flat6; q=1; x=42; y=24;
[Item] ID=blockedWalkJump; q=1; x=42; y=24;
[Item] ID=roof2_flat6; q=1; x=42; y=25;
[Item] ID=blockedWalkJump; q=1; x=42; y=25;
[Item] ID=roof2_flat6; q=1; x=42; y=26;
[Item] ID=blockedWalkJump; q=1; x=42; y=26;
[Item] ID=roof2_flat6; q=1; x=42; y=27;
[Item] ID=blockedWalkJump; q=1; x=42; y=27;
[Item] ID=roof2_flat6; q=1; x=42; y=28;
[Item] ID=blockedWalkJump; q=1; x=42; y=28;
[Item] ID=roof2_flat6; q=1; x=42; y=29;
[Item] ID=blockedWalkJump; q=1; x=42; y=29;
[Item] ID=roof2_flat6; q=1; x=42; y=30;
[Item] ID=blockedWalkJump; q=1; x=42; y=30;
[Item] ID=lantern_mounted1; q=1; r=90; oX=-14; oY=0; x=42; y=31;
[Item] ID=roof2_flat6; q=1; x=42; y=31;
[Item] ID=blockedWalkJump; q=1; x=42; y=31;
[Item] ID=roof2_flat9; q=1; x=42; y=32;
[Item] ID=roof1_ornament2; q=1; x=42; y=32;
[Item] ID=blockedWalkJump; q=1; x=42; y=32;
[Item] ID=blockedLoE; q=1; x=42; y=33;
[Item] ID=cantBlackenTile; q=1; x=42; y=33;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=42; y=46;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=42; y=51;
[Item] ID=woodSupport2; q=1; r=90; x=42; y=51;
[Item] ID=woodSupport2; q=1; r=90; oX=0; oY=-16; x=42; y=51;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=43; y=7;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=43; y=45;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=43; y=51;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=44; y=8;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=44; y=45;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=44; y=51;
[Item] ID=cliff_rock2; q=1; x=45; y=9;
[Item] ID=rockEdge1_overhang2; q=1; x=45; y=36;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=45; y=45;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=45; y=51;
[Item] ID=woodSupport2; q=1; r=90; x=45; y=51;
[Item] ID=woodSupport2; q=1; r=90; oX=0; oY=-16; x=45; y=51;
[Item] ID=lantern_mounted1_off; q=1; oX=0; oY=-10; x=45; y=51;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=46; y=10;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=46; y=36;
[Item] ID=woodSupport2; q=1; r=90; x=46; y=36;
[Item] ID=woodSupport2; q=1; r=90; oX=0; oY=-16; x=46; y=36;
[Item] ID=lantern_mounted1; q=1; x=46; y=36;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=46; y=44;
[Item] ID=rockEdge1_S_overhang_wall; q=1; r=360; x=46; y=51;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=47; y=9;
[Item] ID=woodSupport2; q=1; r=90; x=47; y=9;
[Item] ID=woodSupport2; q=1; r=90; oX=0; oY=-16; x=47; y=9;
[Item] ID=lantern_mounted1; q=1; r=360; oX=0; oY=-6; x=47; y=9;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=47; y=10;
[Item] ID=woodSupport2; q=1; r=90; x=47; y=10;
[Item] ID=woodSupport2; q=1; r=90; oX=0; oY=-8; x=47; y=11;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=47; y=36;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=47; y=50;
[Item] ID=rockEdge1_overhang; q=1; x=47; y=51;
[Item] ID=travelPoint_1; q=1; r=90; x=49; y=6;
[Item] ID=dirt_sandy2; q=3; r=180; x=49; y=53;
[Item] ID=dirt_sandy2; q=3; r=180; x=50; y=51;
[Item] ID=dirt_sandy2; q=2; r=-360; x=50; y=52;
[Item] ID=dirt_sandy1; q=1; r=270; x=50; y=52;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=51; y=9;
[Item] ID=woodSupport2; q=1; r=-90; x=51; y=9;
[Item] ID=woodSupport2; q=1; r=-90; oX=0; oY=-16; x=51; y=9;
[Item] ID=lantern_mounted1; q=1; r=-360; oX=0; oY=-6; x=51; y=9;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=51; y=10;
[Item] ID=woodSupport2; q=1; r=270; x=51; y=10;
[Item] ID=woodSupport2; q=1; r=270; oX=0; oY=-6; x=51; y=11;
[Item] ID=crate_big_open; q=1; x=51; y=51; containerID=2;
[Item] ID=debris_wood_dark; q=1; containedIn=2; cSlot=0;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=52; y=9;
[Item] ID=crate_med; q=1; x=52; y=51; containerID=3;
[Item] ID=hood; q=1; containedIn=3; cSlot=0;
[Item] ID=pallet; q=1; x=52; y=54;
[Item] ID=crate_small; q=1; x=52; y=54; containerID=4;
[Item] ID=cliff_rock2; q=1; x=53; y=8;
[Item] ID=pallet; q=1; x=53; y=50;
[Item] ID=crate_med; q=1; x=53; y=50; containerID=5;
[Item] ID=gp; q=2; containedIn=5; cSlot=0;
[Item] ID=crate_small_damaged; q=1; x=53; y=54; containerID=6;
[Item] ID=debris_wood; q=1; containedIn=6; cSlot=0;
[Item] ID=lumber_pile1; q=3; r=-360; x=54; y=50;
[Item] ID=debris_wood_dark; q=1; r=-360; x=54; y=53;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=55; y=5;
[Item] ID=debris_wood_dark; q=1; r=-360; x=55; y=50;
[Item] ID=dirt_sandy1; q=2; r=360; x=55; y=52;
[Item] ID=dirt_sandy2; q=1; r=90; x=55; y=52;
[Item] ID=dirt_sandy1; q=1; x=55; y=53;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=55; y=55;
[Item] ID=rockEdge1_overhang; q=1; x=55; y=56;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=56; y=5;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=57; y=5;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=58; y=5;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=59; y=5;
[Item] ID=dirt_sandy1; q=1; r=180; x=64; y=52;
[Item] ID=dirt_sandy2; q=1; r=270; x=64; y=53;
[Item] ID=dirt_sandy1; q=2; r=180; x=64; y=53;
[Item] ID=rocks1; q=1; x=64; y=54;
[Item] ID=pebbles1; q=1; r=180; x=64; y=55;
[Item] ID=rubble; q=1; x=64; y=56;
[Item] ID=debris_small3; q=1; x=65; y=55;
[Item] ID=rug_corner; q=1; x=66; y=49;
[Item] ID=stool3; q=1; x=66; y=49;
[Item] ID=rug_corner; q=1; r=270; x=66; y=50;
[Item] ID=rubble; q=1; x=66; y=55;
[Item] ID=rug_corner; q=1; r=90; x=67; y=49;
[Item] ID=bottle; q=1; r=270; x=67; y=49;
[Item] ID=rug_corner; q=1; r=180; x=67; y=50;
[Item] ID=bin_empty; q=1; x=67; y=50;
[Item] ID=rubble; q=1; x=67; y=56;
[Item] ID=woodSupport2; q=1; r=90; x=68; y=48;
[Item] ID=woodSupport2; q=1; r=90; oX=0; oY=-16; x=68; y=48;
[Item] ID=lantern_mounted1; q=1; oX=0; oY=-8; x=68; y=48;
[Item] ID=lumber_pile1; q=3; oX=0; oY=-14; x=68; y=49;
[Item] ID=rubble; q=1; x=68; y=55;
[Item] ID=cliff_rock2; q=1; x=69; y=48;
[Item] ID=woodPlank; q=1; x=69; y=49;
[Item] ID=rocks1; q=6; x=69; y=55;
[Item] ID=table_small; q=1; x=70; y=49;
[Item] ID=bottle_beer; q=1; oX=0; oY=-2; x=70; y=49;
[Item] ID=bottle; q=1; r=90; x=70; y=50;
[Item] ID=rubble; q=1; x=70; y=55;
[Item] ID=rubble; q=1; x=71; y=54;
[Item] ID=rubble; q=1; x=72; y=55;
[Item] ID=rubble; q=1; x=72; y=56;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=73; y=2;
[Item] ID=dirt_sandy2; q=3; x=73; y=52;
[Item] ID=dirt_sandy2; q=2; x=73; y=53;
[Item] ID=rockEdge1_S_overhang; q=1; x=74; y=2;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=74; y=2;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=74; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=75; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=76; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=77; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=78; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=79; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=80; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=81; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=82; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=83; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=84; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=85; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=86; y=3;
[Item] ID=dirt_sandy2; q=3; r=180; x=86; y=52;
[Item] ID=dirt_sandy2; q=2; r=180; x=86; y=53;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=87; y=3;
[Item] ID=rubble; q=1; x=87; y=55;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=88; y=3;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=89; y=3;
[Item] ID=rocks1; q=1; x=89; y=55;
[Item] ID=rubble; q=1; x=89; y=56;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=90; y=3;
[Item] ID=rubble; q=1; x=90; y=55;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=91; y=3;
[Item] ID=rubble; q=1; x=91; y=56;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=92; y=4;
[Item] ID=rubble; q=1; x=92; y=56;
[Item] ID=rubble; q=1; x=92; y=57;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=93; y=4;
[Item] ID=pebbles1; q=1; x=93; y=55;
[Item] ID=rubble; q=1; x=93; y=56;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=94; y=4;
[Item] ID=rockEdge1_S_overhang; q=1; x=95; y=4;
[Item] ID=cliff_rock2; q=1; x=95; y=50;
[Item] ID=cliff_rock3; q=1; x=95; y=52;
[Item] ID=rubble; q=1; x=95; y=55;
[Item] ID=rockEdge1_S_overhang; q=1; x=96; y=4;
[Item] ID=footholdsSmall; q=1; x=96; y=49;
[Item] ID=footholds; q=1; x=96; y=50;
[Item] ID=footholds; q=1; r=-360; x=96; y=51;
[Item] ID=footholds; q=1; x=96; y=52;
[Item] ID=rockEdge1_S_overhang; q=1; x=97; y=4;
[Item] ID=cliff_rock2; q=1; x=97; y=50;
[Item] ID=cliff_rock2; q=1; x=97; y=51;
[Item] ID=rubble; q=1; x=97; y=55;
[Item] ID=rubble; q=1; x=97; y=56;
[Item] ID=rockEdge1_S_overhang; q=1; x=98; y=4;
[Item] ID=rockEdge1_S_overhang; q=1; x=99; y=4;
[Item] ID=rubble; q=1; x=99; y=43;
[Item] ID=bottle_beer; q=1; x=99; y=43;
[Item] ID=woodSupport2; q=1; r=90; x=99; y=46;
[Item] ID=woodSupport2; q=1; r=90; oX=0; oY=-16; x=99; y=46;
[Item] ID=lantern_mounted1; q=1; oX=0; oY=-6; x=99; y=46;
[Item] ID=rocks1; q=6; x=99; y=55;
[Item] ID=rubble; q=1; x=99; y=57;
[Item] ID=rubble; q=1; x=99; y=58;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=100; y=4;
[Item] ID=debris_small3; q=1; x=100; y=47;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=101; y=4;
[Item] ID=rubble; q=1; x=101; y=48;
[Item] ID=rocks1; q=1; x=101; y=49;
[Item] ID=rubble; q=1; x=101; y=63;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=102; y=4;
[Item] ID=rubble; q=1; x=102; y=52;
[Item] ID=sunbeam_line_huge; q=1; r=180; x=102; y=66;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=103; y=5;
[Item] ID=woodSupport2; q=1; r=90; x=103; y=54;
[Item] ID=woodSupport2; q=1; r=90; oX=0; oY=-16; x=103; y=54;
[Item] ID=travelPoint_0; q=1; r=270; x=103; y=59;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=104; y=5;
[Item] ID=cliff_rock2; q=1; x=104; y=54;
[Item] ID=barrel; q=1; x=104; y=55; containerID=7;
[Item] ID=xbow_wood; q=1; containedIn=7; cSlot=0; containerID=8;
[Item] ID=sunbeam_line_huge; q=1; r=180; x=104; y=66;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=105; y=6;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=105; y=7;
[Item] ID=lumber_pile1_long_top; q=2; r=-360; x=105; y=55;
[Item] ID=lumber_pile1_long_btm; q=2; r=-360; x=105; y=56;
[Item] ID=debris_wood; q=1; r=-360; x=105; y=57;
[Item] ID=rubble; q=1; x=105; y=60;
[Item] ID=rubble; q=1; x=105; y=61;
[Item] ID=woodSupport2; q=1; r=270; x=106; y=54;
[Item] ID=woodSupport2; q=1; r=270; oX=0; oY=-16; x=106; y=54;
[Item] ID=lantern_mounted1_off; q=1; r=-360; x=106; y=54;
[Item] ID=lumber_pile1; q=3; r=-360; x=106; y=55;
[Item] ID=pallet; q=1; x=106; y=56;
[Item] ID=hatchet; q=1; x=106; y=56; containerID=9;
[Item] ID=debris_wood_dark; q=1; x=106; y=58;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=107; y=8;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=108; y=9;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=109; y=10;
[Item] ID=rockEdge1_S_overhang_wall; q=1; x=110; y=11;



[Trigger] numID=0; aliasID=;
topX=99;topY=61;btmX=105;btmY=65;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=0; effectID=travel_point; sValue=zBeach0b; sValue2=; bValue1=False; bValue2=False; fValue=1; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=1; aliasID=tS1;
topX=94;topY=57;btmX=97;btmY=59;
triggerImmediatelyOnEnteringZone=True; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=True; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=1; effectID=spawn; sValue=lagan; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=0; xValue=47; yValue=37;
[TriggerEffect] numID=1; effectID=spawn; sValue=admiral; sValue2=; bValue1=True; bValue2=False; fValue=270; delay=0; xValue=49; yValue=37;
[TriggerEffect] numID=1; effectID=setGlobalVar; sValue=cantFleeCombat; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=2; aliasID=;
topX=49;topY=51;btmX=50;btmY=54;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=True; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=2; effectID=talk; sValue=barr; sValue2=overhear_beach1a; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=disableUI; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=2; effectID=song; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=3; aliasID=tSceneA1;
topX=42;topY=41;btmX=46;btmY=41;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=3; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=5; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=3; effectID=pointCameraAt; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=0.01; xValue=49; yValue=37;
[TriggerEffect] numID=3; effectID=destination; sValue=admiral; sValue2=; bValue1=False; bValue2=False; fValue=2.6; delay=0.3; xValue=49; yValue=21;
[TriggerEffect] numID=3; effectID=cutsceneMode; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=3; effectID=destination; sValue=lagan; sValue2=; bValue1=False; bValue2=False; fValue=2.6; delay=2.5; xValue=44; yValue=37;
[TriggerEffect] numID=3; effectID=talk; sValue=lagan; sValue2=overhear_beach2a; bValue1=False; bValue2=False; fValue=0; delay=5; xValue=-1; yValue=-1;



[Trigger] numID=4; aliasID=tSceneA2;
topX=42;topY=42;btmX=46;btmY=42;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=4; effectID=destination; sValue=lagan; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.5; xValue=32; yValue=37;
[TriggerEffect] numID=4; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=3; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=4; effectID=pointCameraAt; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.01; xValue=49; yValue=37;
[TriggerEffect] numID=4; effectID=removeActor; sValue=lagan; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3; xValue=-1; yValue=-1;
[TriggerEffect] numID=4; effectID=talk; sValue=reeve_strong; sValue2=overhear_beach3a; bValue1=False; bValue2=False; fValue=0; delay=3; xValue=-1; yValue=-1;
[TriggerEffect] numID=4; effectID=removeActor; sValue=admiral; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3; xValue=-1; yValue=-1;
[TriggerEffect] numID=4; effectID=cutsceneMode; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3; xValue=-1; yValue=-1;
[TriggerEffect] numID=4; effectID=enableUI; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=4; effectID=song; sValue=AmbientBeach; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=2; xValue=60; yValue=-1;
[TriggerEffect] numID=4; effectID=setActorIdleAnimOverride; sValue=reeve_strong; sValue2=sigh; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=5; aliasID=;
topX=14;topY=32;btmX=23;btmY=33;topX+=21;topY+=33;btmX+=23;btmY+=35;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=True; triggerForEveryStepInArea=True; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=5; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=2; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=5; effectID=pointCameraAt; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=3; delay=0.2; xValue=18; yValue=29;
[TriggerEffect] numID=5; effectID=talk; sValue=barr; sValue2=door_beach1a; bValue1=False; bValue2=False; fValue=0; delay=2; xValue=-1; yValue=-1;
[TriggerEffect] numID=5; effectID=attractAttention; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=20; delay=0.5; xValue=18; yValue=29;
[TriggerEffect] numID=5; effectID=setActorIdleAnimOverride; sValue=reeve_strong; sValue2=idle; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=6; aliasID=;
topX=94;topY=45;btmX=96;btmY=50;
