[Zone]  ID=zSnow1a; dark=True; timeUntilNewDay=24; showFogOfWar=True; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=False; overseerMode=False; rollingPinStyle=False; drawSky=False; drawSky_overrideYpos=-1; boatZone=False; wind=True; overworld=False; canDropItems=True; 
 travelSong=CC0-DeepNoise; travelSongVolume=1; travelSongPitch=0.5; song2=; song2Volume=1; song2Pitch=0; combatSong=CC0-DeepNoise; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=102; darkG=102; darkB=153; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=ocean; bgFX_sineWave=12; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=p61; zoneGrassPalette=p26; zoneGrassDarkPalette=p13; zoneStonePalette=pGreyD; zoneStoneDarkPalette=pGreyD2; zoneStoneLightPalette=pGreyD; zoneWaterPalette=pBlue; zoneDirtDarkPalette=p26; zoneWoodPalette=pWood; zoneWoodDarkPalette=pWoodDark; zoneMisc1Palette=p9; zoneMisc2Palette=p12; zoneMisc3Palette=pRed; zoneMisc4Palette=pBlue; zoneMisc5Palette=pGreen; zoneMisc6Palette=pOrange; zoneMisc7Palette=pYellow; zoneMisc8Palette=pPurple; 

combatMode=False; zoneFX=w_snowstormOccasional;zoneFXTime=16;zoneFX_x=-1;zoneFX_y=-1;

[Item] ID=xpGem; q=1; bu=True; x=0; y=0;
[Item] ID=cliffEdge1_S; q=1; x=0; y=2;
[Item] ID=cliffEdge1_S; q=1; x=8; y=97;
[Item] ID=cliffEdge1_S; q=1; x=8; y=99;
[Item] ID=cliffEdge1_S; q=1; x=8; y=100;
[Item] ID=cliffEdge1_S; q=1; x=8; y=101;
[Item] ID=cliffEdge1_S; q=1; x=9; y=1;
[Item] ID=cliffEdge1_S; q=1; x=9; y=3;
[Item] ID=cliffEdge1_S; q=1; x=9; y=4;
[Item] ID=cliffEdge1_S; q=1; x=9; y=6;
[Item] ID=rubble; q=1; x=9; y=83;
[Item] ID=cliffEdge1_N; q=1; x=9; y=85;
[Item] ID=cliffEdge1_S; q=1; x=9; y=90;
[Item] ID=cliffEdge1_S; q=1; x=9; y=97;
[Item] ID=cliffEdge1_S; q=1; x=9; y=97;
[Item] ID=cliffEdge1_S; q=1; x=9; y=99;
[Item] ID=cliffEdge1_S; q=1; x=9; y=100;
[Item] ID=cliffEdge1_S; q=1; x=9; y=101;
[Item] ID=shoreEdge1; q=1; r=-360; x=9; y=104;
[Item] ID=cliffEdge1_S; q=1; x=10; y=1;
[Item] ID=cliffEdge1_S; q=1; x=10; y=3;
[Item] ID=cliffEdge1_S; q=1; x=10; y=4;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=10; y=5;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=10; y=6;
[Item] ID=cliffEdge1_N; q=1; x=10; y=85;
[Item] ID=cliffEdge1_S; q=1; x=10; y=90;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=10; y=96;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=10; y=97;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=10; y=98;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=10; y=99;
[Item] ID=cliffEdge1_S; q=1; x=10; y=100;
[Item] ID=cliffEdge1_S; q=1; x=10; y=101;
[Item] ID=rubble; q=1; x=10; y=102;
[Item] ID=cliffEdge1_S; q=1; x=11; y=1;
[Item] ID=cliffEdge1_S; q=1; x=11; y=3;
[Item] ID=cliffEdge1_S; q=1; x=11; y=4;
[Item] ID=cliffEdge1_S; q=1; x=11; y=5;
[Item] ID=rubble; q=1; x=11; y=6;
[Item] ID=rubble; q=1; x=11; y=84;
[Item] ID=cliffEdge1_N; q=1; x=11; y=85;
[Item] ID=cliffEdge1_S; q=1; x=11; y=90;
[Item] ID=cliffEdge1_S; q=1; x=11; y=96;
[Item] ID=cliffEdge1_S; q=1; x=11; y=98;
[Item] ID=cliffEdge1_S; q=1; x=11; y=100;
[Item] ID=cliffEdge1_corner; q=1; r=360; x=11; y=101;
[Item] ID=cliffEdge1_SW; q=1; r=360; x=11; y=102;
[Item] ID=rubble; q=1; x=12; y=0;
[Item] ID=cliffEdge1_S; q=1; x=12; y=1;
[Item] ID=cliffEdge1_S; q=1; x=12; y=3;
[Item] ID=cliffEdge1_S; q=1; x=12; y=4;
[Item] ID=cliffEdge1_S; q=1; x=12; y=5;
[Item] ID=cliffEdge1_NW; q=1; x=12; y=84;
[Item] ID=cliffEdge1_corner2_top_W; q=1; x=12; y=85;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=12; y=89;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=12; y=90;
[Item] ID=cliffEdge1_corner; q=1; x=12; y=96;
[Item] ID=cliffEdge1_SW; q=1; x=12; y=97;
[Item] ID=cliffEdge1_S; q=1; x=12; y=98;
[Item] ID=cliffEdge1_S; q=1; x=12; y=100;
[Item] ID=cliffEdge1_S; q=1; x=12; y=102;
[Item] ID=cliffEdge1_S; q=1; x=13; y=1;
[Item] ID=cliffEdge1_S; q=1; x=13; y=3;
[Item] ID=cliffEdge1_S; q=1; x=13; y=4;
[Item] ID=cliffEdge1_S; q=1; x=13; y=5;
[Item] ID=rubble; q=1; x=13; y=7;
[Item] ID=cliffEdge1_N; q=1; x=13; y=84;
[Item] ID=cliffEdge1_S; q=1; x=13; y=89;
[Item] ID=cliffEdge1_S; q=1; x=13; y=97;
[Item] ID=cliffEdge1_corner; q=1; x=13; y=98;
[Item] ID=cliffEdge1_SW; q=1; x=13; y=99;
[Item] ID=cliffEdge1_S; q=1; x=13; y=100;
[Item] ID=cliffEdge1_S; q=1; x=13; y=102;
[Item] ID=cliffEdge1_S; q=1; x=14; y=1;
[Item] ID=cliffEdge1_S; q=1; x=14; y=3;
[Item] ID=cliffEdge1_S; q=1; x=14; y=4;
[Item] ID=cliffEdge1_S; q=1; x=14; y=5;
[Item] ID=rubble; q=1; x=14; y=6;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=14; y=84;
[Item] ID=cliffEdge1_E_top; q=1; x=14; y=85;
[Item] ID=cliffEdge1_E; q=1; x=14; y=86;
[Item] ID=cliffEdge1_E; q=1; x=14; y=87;
[Item] ID=cliffEdge1_E; q=1; x=14; y=88;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=14; y=89;
[Item] ID=cliffEdge1_S_stairs; q=1; x=14; y=97;
[Item] ID=cliffEdge1_S; q=1; x=14; y=99;
[Item] ID=cliffEdge1_S; q=1; x=14; y=100;
[Item] ID=cliffEdge1_S; q=1; x=14; y=102;
[Item] ID=cliffEdge1_S; q=1; x=15; y=1;
[Item] ID=cliffEdge1_S; q=1; x=15; y=3;
[Item] ID=cliffEdge1_S; q=1; x=15; y=4;
[Item] ID=cliffEdge1_S; q=1; x=15; y=5;
[Item] ID=debris; q=1; x=15; y=10;
[Item] ID=skull_dog1; q=1; x=15; y=10;
[Item] ID=knuckle_8finger; q=1; x=15; y=11; containerID=0;
[Item] ID=cliffEdge1_S; q=1; x=15; y=97;
[Item] ID=cliffEdge1_S; q=1; x=15; y=99;
[Item] ID=cliffEdge1_S; q=1; x=15; y=100;
[Item] ID=cliffEdge1_S; q=1; x=15; y=102;
[Item] ID=cliffEdge1_S; q=1; x=16; y=1;
[Item] ID=cliffEdge1_S; q=1; x=16; y=3;
[Item] ID=cliffEdge1_S; q=1; x=16; y=4;
[Item] ID=cliffEdge1_S; q=1; x=16; y=5;
[Item] ID=armor_corpryst; q=1; r=270; x=16; y=10; containerID=1;
[Item] ID=ribs2; q=1; x=16; y=10;
[Item] ID=dirt_sandy2; q=3; r=90; x=16; y=10;
[Item] ID=rubble; q=1; x=16; y=42;
[Item] ID=cliffEdge1_S; q=1; x=16; y=97;
[Item] ID=cliffEdge1_S; q=1; x=16; y=99;
[Item] ID=cliffEdge1_S; q=1; x=16; y=100;
[Item] ID=cliffEdge1_S; q=1; x=16; y=102;
[Item] ID=cliffEdge1_S; q=1; x=17; y=1;
[Item] ID=cliffEdge1_S; q=1; x=17; y=3;
[Item] ID=cliffEdge1_S; q=1; x=17; y=4;
[Item] ID=cliffEdge1_S; q=1; x=17; y=5;
[Item] ID=bones1; q=1; x=17; y=10;
[Item] ID=rubble; q=1; x=17; y=62;
[Item] ID=cliffEdge1_S; q=1; x=17; y=97;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=17; y=98;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=17; y=99;
[Item] ID=cliffEdge1_S; q=1; x=17; y=100;
[Item] ID=cliffEdge1_S; q=1; x=17; y=102;
[Item] ID=shoreEdge1; q=1; r=-360; x=17; y=104;
[Item] ID=shoreEdge1; q=1; r=360; x=17; y=104;
[Item] ID=cliffEdge1_S; q=1; x=18; y=1;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=18; y=2;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=18; y=3;
[Item] ID=cliffEdge1_S; q=1; x=18; y=4;
[Item] ID=cliffEdge1_S; q=1; x=18; y=5;
[Item] ID=rubble; q=1; x=18; y=96;
[Item] ID=cliffEdge1_S; q=1; x=18; y=97;
[Item] ID=cliffEdge1_S; q=1; x=18; y=98;
[Item] ID=cliffEdge1_S; q=1; x=18; y=100;
[Item] ID=cliffEdge1_S; q=1; x=18; y=102;
[Item] ID=cliffEdge1_S; q=1; x=19; y=1;
[Item] ID=cliffEdge1_S; q=1; x=19; y=2;
[Item] ID=cliffEdge1_S; q=1; x=19; y=4;
[Item] ID=cliffEdge1_S; q=1; x=19; y=5;
[Item] ID=rubble; q=1; x=19; y=27;
[Item] ID=rubble; q=1; x=19; y=75;
[Item] ID=rubble; q=1; x=19; y=90;
[Item] ID=cliffEdge1_S; q=1; x=19; y=97;
[Item] ID=cliffEdge1_S; q=1; x=19; y=98;
[Item] ID=cliffEdge1_S; q=1; x=19; y=100;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=19; y=101;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=19; y=102;
[Item] ID=cliffEdge1_S; q=1; x=20; y=1;
[Item] ID=cliffEdge1_S; q=1; x=20; y=2;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=20; y=3;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=20; y=4;
[Item] ID=cliffEdge1_S; q=1; x=20; y=5;
[Item] ID=rubble; q=1; x=20; y=74;
[Item] ID=cliffEdge1_NW; q=1; x=20; y=74;
[Item] ID=cliffEdge1_W_top; q=1; x=20; y=75;
[Item] ID=cliffEdge1_W; q=1; x=20; y=76;
[Item] ID=cliffEdge1_W; q=1; x=20; y=77;
[Item] ID=cliffEdge1_W; q=1; x=20; y=78;
[Item] ID=cliffEdge1_SW; q=1; r=360; x=20; y=79;
[Item] ID=cliffEdge1_S; q=1; x=20; y=97;
[Item] ID=cliffEdge1_corner; q=1; x=20; y=98;
[Item] ID=cliffEdge1_SW; q=1; x=20; y=99;
[Item] ID=cliffEdge1_S; q=1; x=20; y=100;
[Item] ID=cliffEdge1_S; q=1; x=20; y=101;
[Item] ID=cliffEdge1_S; q=1; x=21; y=1;
[Item] ID=cliffEdge1_S; q=1; x=21; y=2;
[Item] ID=cliffEdge1_S; q=1; x=21; y=3;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=21; y=4;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=21; y=5;
[Item] ID=cliffEdge1_NW; q=1; x=21; y=73;
[Item] ID=cliffEdge1_corner2_top_W; q=1; x=21; y=74;
[Item] ID=cliffEdge1_S; q=1; x=21; y=79;
[Item] ID=rubble; q=1; x=21; y=80;
[Item] ID=rubble; q=1; x=21; y=89;
[Item] ID=cliffEdge1_S; q=1; x=21; y=97;
[Item] ID=cliffEdge1_S; q=1; x=21; y=99;
[Item] ID=cliffEdge1_S; q=1; x=21; y=100;
[Item] ID=cliffEdge1_S; q=1; x=21; y=101;
[Item] ID=shoreEdge1; q=1; r=360; x=21; y=104;
[Item] ID=cliffEdge1_S; q=1; x=22; y=1;
[Item] ID=cliffEdge1_S; q=1; x=22; y=2;
[Item] ID=cliffEdge1_S; q=1; x=22; y=3;
[Item] ID=cliffEdge1_S; q=1; x=22; y=4;
[Item] ID=rubble; q=1; x=22; y=5;
[Item] ID=rubble; q=1; x=22; y=15;
[Item] ID=rubble; q=1; x=22; y=66;
[Item] ID=cliffEdge1_N; q=1; x=22; y=73;
[Item] ID=cliffEdge1_S; q=1; x=22; y=79;
[Item] ID=rubble; q=1; x=22; y=93;
[Item] ID=cliffEdge1_S; q=1; x=22; y=97;
[Item] ID=cliffEdge1_S; q=1; x=22; y=99;
[Item] ID=cliffEdge1_S; q=1; x=22; y=100;
[Item] ID=cliffEdge1_S; q=1; x=22; y=101;
[Item] ID=cliffEdge1_S; q=1; x=23; y=1;
[Item] ID=cliffEdge1_S; q=1; x=23; y=2;
[Item] ID=cliffEdge1_S; q=1; x=23; y=3;
[Item] ID=cliffEdge1_S; q=1; x=23; y=4;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=23; y=6;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=23; y=7;
[Item] ID=rubble; q=1; x=23; y=18;
[Item] ID=rubble; q=1; x=23; y=37;
[Item] ID=cliffEdge1_N; q=1; x=23; y=73;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=23; y=78;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=23; y=79;
[Item] ID=cliffEdge1_S; q=1; x=23; y=97;
[Item] ID=cliffEdge1_S; q=1; x=23; y=99;
[Item] ID=cliffEdge1_S; q=1; x=23; y=100;
[Item] ID=cliffEdge1_S; q=1; x=23; y=101;
[Item] ID=shoreEdge1; q=1; x=23; y=103;
[Item] ID=shoreEdge1; q=1; r=-360; x=23; y=103;
[Item] ID=cliffEdge1_S; q=1; x=24; y=1;
[Item] ID=cliffEdge1_S; q=1; x=24; y=2;
[Item] ID=cliffEdge1_S; q=1; x=24; y=3;
[Item] ID=cliffEdge1_S; q=1; x=24; y=4;
[Item] ID=cliffEdge1_S_stairs; q=1; x=24; y=6;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=24; y=7;
[Item] ID=cliffEdge1_E_top; q=1; x=24; y=8;
[Item] ID=cliffEdge1_E; q=1; x=24; y=9;
[Item] ID=cliffEdge1_E; q=1; x=24; y=10;
[Item] ID=cliffEdge1_E; q=1; x=24; y=11;
[Item] ID=cliffEdge1_E; q=1; x=24; y=12;
[Item] ID=cliffEdge1_E; q=1; x=24; y=13;
[Item] ID=cliffEdge1_E; q=1; x=24; y=14;
[Item] ID=cliffEdge1_E; q=1; x=24; y=15;
[Item] ID=cliffEdge1_E; q=1; x=24; y=16;
[Item] ID=cliffEdge1_E; q=1; x=24; y=17;
[Item] ID=cliffEdge1_E; q=1; x=24; y=18;
[Item] ID=cliffEdge1_E; q=1; x=24; y=19;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=24; y=20;
[Item] ID=rubble; q=1; x=24; y=26;
[Item] ID=rubble; q=1; x=24; y=49;
[Item] ID=rubble; q=1; x=24; y=56;
[Item] ID=cliffEdge1_N; q=1; x=24; y=73;
[Item] ID=cliffEdge1_S; q=1; x=24; y=78;
[Item] ID=cliffEdge1_S; q=1; x=24; y=97;
[Item] ID=cliffEdge1_S; q=1; x=24; y=99;
[Item] ID=cliffEdge1_S; q=1; x=24; y=100;
[Item] ID=cliffEdge1_S; q=1; x=24; y=101;
[Item] ID=cliffEdge1_S; q=1; x=25; y=1;
[Item] ID=cliffEdge1_S; q=1; x=25; y=2;
[Item] ID=cliffEdge1_S; q=1; x=25; y=3;
[Item] ID=cliffEdge1_S; q=1; x=25; y=4;
[Item] ID=cliffEdge1_S; q=1; x=25; y=6;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=25; y=8;
[Item] ID=cliffEdge1_E; q=1; x=25; y=9;
[Item] ID=cliffEdge1_E; q=1; x=25; y=10;
[Item] ID=cliffEdge1_E; q=1; x=25; y=11;
[Item] ID=cliffEdge1_E; q=1; x=25; y=12;
[Item] ID=cliffEdge1_E; q=1; x=25; y=13;
[Item] ID=cliffEdge1_E; q=1; x=25; y=14;
[Item] ID=cliffEdge1_E; q=1; x=25; y=15;
[Item] ID=cliffEdge1_E; q=1; x=25; y=16;
[Item] ID=cliffEdge1_E; q=1; x=25; y=17;
[Item] ID=cliffEdge1_E; q=1; x=25; y=18;
[Item] ID=cliffEdge1_E; q=1; x=25; y=19;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=25; y=20;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=25; y=20;
[Item] ID=cliffEdge1_E_top; q=1; x=25; y=21;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=25; y=22;
[Item] ID=rubble; q=1; x=25; y=34;
[Item] ID=rubble; q=1; x=25; y=55;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=25; y=73;
[Item] ID=cliffEdge1_E_top; q=1; x=25; y=74;
[Item] ID=cliffEdge1_E; q=1; x=25; y=75;
[Item] ID=cliffEdge1_E; q=1; x=25; y=76;
[Item] ID=cliffEdge1_E; q=1; x=25; y=77;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=25; y=78;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=25; y=94;
[Item] ID=cliffEdge1_E; q=1; x=25; y=95;
[Item] ID=cliffEdge1_E; q=1; x=25; y=96;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=25; y=97;
[Item] ID=cliffEdge1_S; q=1; x=25; y=99;
[Item] ID=cliffEdge1_S; q=1; x=25; y=100;
[Item] ID=cliffEdge1_S; q=1; x=25; y=101;
[Item] ID=cliffEdge1_S; q=1; x=26; y=1;
[Item] ID=cliffEdge1_S; q=1; x=26; y=2;
[Item] ID=cliffEdge1_S; q=1; x=26; y=3;
[Item] ID=cliffEdge1_S; q=1; x=26; y=4;
[Item] ID=cliffEdge1_S; q=1; x=26; y=6;
[Item] ID=cliffEdge1_S_stairs; q=1; x=26; y=8;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=26; y=11;
[Item] ID=cliffEdge1_E; q=1; x=26; y=12;
[Item] ID=cliffEdge1_E; q=1; x=26; y=13;
[Item] ID=cliffEdge1_E; q=1; x=26; y=14;
[Item] ID=cliffEdge1_E; q=1; x=26; y=15;
[Item] ID=cliffEdge1_E; q=1; x=26; y=16;
[Item] ID=cliffEdge1_E; q=1; x=26; y=17;
[Item] ID=cliffEdge1_E; q=1; x=26; y=18;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=26; y=19;
[Item] ID=cliffEdge1_N; q=1; x=26; y=20;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=26; y=22;
[Item] ID=cliffEdge1_E_top; q=1; x=26; y=23;
[Item] ID=cliffEdge1_E; q=1; x=26; y=24;
[Item] ID=cliffEdge1_E; q=1; x=26; y=25;
[Item] ID=cliffEdge1_E; q=1; x=26; y=26;
[Item] ID=cliffEdge1_E; q=1; x=26; y=27;
[Item] ID=cliffEdge1_E; q=1; x=26; y=28;
[Item] ID=cliffEdge1_E; q=1; x=26; y=29;
[Item] ID=cliffEdge1_E; q=1; x=26; y=30;
[Item] ID=cliffEdge1_E; q=1; x=26; y=31;
[Item] ID=cliffEdge1_E; q=1; x=26; y=32;
[Item] ID=cliffEdge1_E; q=1; x=26; y=33;
[Item] ID=cliffEdge1_E; q=1; x=26; y=34;
[Item] ID=cliffEdge1_E; q=1; x=26; y=35;
[Item] ID=cliffEdge1_E; q=1; x=26; y=36;
[Item] ID=cliffEdge1_E; q=1; x=26; y=37;
[Item] ID=cliffEdge1_E; q=1; x=26; y=38;
[Item] ID=cliffEdge1_E; q=1; x=26; y=39;
[Item] ID=cliffEdge1_E; q=1; x=26; y=40;
[Item] ID=cliffEdge1_E; q=1; x=26; y=41;
[Item] ID=cliffEdge1_E; q=1; x=26; y=42;
[Item] ID=cliffEdge1_E; q=1; x=26; y=43;
[Item] ID=cliffEdge1_E; q=1; x=26; y=44;
[Item] ID=cliffEdge1_E; q=1; x=26; y=45;
[Item] ID=cliffEdge1_E; q=1; x=26; y=46;
[Item] ID=cliffEdge1_E; q=1; x=26; y=47;
[Item] ID=cliffEdge1_E; q=1; x=26; y=48;
[Item] ID=cliffEdge1_E; q=1; x=26; y=49;
[Item] ID=cliffEdge1_E; q=1; x=26; y=50;
[Item] ID=cliffEdge1_E; q=1; x=26; y=51;
[Item] ID=cliffEdge1_E; q=1; x=26; y=52;
[Item] ID=cliffEdge1_E; q=1; x=26; y=53;
[Item] ID=cliffEdge1_E; q=1; x=26; y=54;
[Item] ID=cliffEdge1_E; q=1; x=26; y=55;
[Item] ID=cliffEdge1_E; q=1; x=26; y=56;
[Item] ID=cliffEdge1_E; q=1; x=26; y=57;
[Item] ID=cliffEdge1_E; q=1; x=26; y=58;
[Item] ID=cliffEdge1_E; q=1; x=26; y=59;
[Item] ID=cliffEdge1_E; q=1; x=26; y=60;
[Item] ID=cliffEdge1_E; q=1; x=26; y=61;
[Item] ID=cliffEdge1_E; q=1; x=26; y=62;
[Item] ID=cliffEdge1_E; q=1; x=26; y=63;
[Item] ID=cliffEdge1_E; q=1; x=26; y=64;
[Item] ID=cliffEdge1_E; q=1; x=26; y=65;
[Item] ID=cliffEdge1_E; q=1; x=26; y=66;
[Item] ID=cliffEdge1_E; q=1; x=26; y=67;
[Item] ID=cliffEdge1_E; q=1; x=26; y=68;
[Item] ID=cliffEdge1_E; q=1; x=26; y=69;
[Item] ID=cliffEdge1_E; q=1; x=26; y=70;
[Item] ID=cliffEdge1_E; q=1; x=26; y=71;
[Item] ID=cliffEdge1_E; q=1; x=26; y=72;
[Item] ID=cliffEdge1_E; q=1; x=26; y=73;
[Item] ID=cliffEdge1_E; q=1; x=26; y=74;
[Item] ID=cliffEdge1_E; q=1; x=26; y=75;
[Item] ID=cliffEdge1_E; q=1; x=26; y=76;
[Item] ID=cliffEdge1_E; q=1; x=26; y=77;
[Item] ID=cliffEdge1_E; q=1; x=26; y=78;
[Item] ID=cliffEdge1_E; q=1; x=26; y=79;
[Item] ID=cliffEdge1_E; q=1; x=26; y=80;
[Item] ID=cliffEdge1_E; q=1; x=26; y=81;
[Item] ID=cliffEdge1_E; q=1; x=26; y=82;
[Item] ID=cliffEdge1_E; q=1; x=26; y=83;
[Item] ID=cliffEdge1_E; q=1; x=26; y=84;
[Item] ID=cliffEdge1_E; q=1; x=26; y=85;
[Item] ID=cliffEdge1_E; q=1; x=26; y=86;
[Item] ID=cliffEdge1_E; q=1; x=26; y=87;
[Item] ID=cliffEdge1_E; q=1; x=26; y=88;
[Item] ID=cliffEdge1_E; q=1; x=26; y=89;
[Item] ID=cliffEdge1_E; q=1; x=26; y=90;
[Item] ID=cliffEdge1_E; q=1; x=26; y=91;
[Item] ID=cliffEdge1_E; q=1; x=26; y=92;
[Item] ID=cliffEdge1_E; q=1; x=26; y=93;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=26; y=94;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=26; y=95;
[Item] ID=cliffEdge1_E; q=1; x=26; y=96;
[Item] ID=cliffEdge1_E; q=1; x=26; y=97;
[Item] ID=cliffEdge1_E; q=1; x=26; y=98;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=26; y=99;
[Item] ID=cliffEdge1_S; q=1; x=26; y=100;
[Item] ID=cliffEdge1_S; q=1; x=26; y=101;
[Item] ID=cliffEdge1_S; q=1; x=27; y=1;
[Item] ID=cliffEdge1_S; q=1; x=27; y=2;
[Item] ID=cliffEdge1_S; q=1; x=27; y=3;
[Item] ID=cliffEdge1_corner; q=1; r=360; x=27; y=4;
[Item] ID=cliffEdge1_SW; q=1; r=360; x=27; y=5;
[Item] ID=cliffEdge1_S; q=1; x=27; y=6;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=27; y=7;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=27; y=8;
[Item] ID=cliffEdge1_S; q=1; x=27; y=11;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=27; y=13;
[Item] ID=cliffEdge1_E; q=1; x=27; y=14;
[Item] ID=cliffEdge1_E; q=1; x=27; y=15;
[Item] ID=cliffEdge1_E; q=1; x=27; y=16;
[Item] ID=cliffEdge1_E; q=1; x=27; y=17;
[Item] ID=cliffEdge1_E; q=1; x=27; y=18;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=27; y=19;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=27; y=19;
[Item] ID=cliffEdge1_corner2_top_E; q=1; x=27; y=20;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=27; y=20;
[Item] ID=cliffEdge1_E_top; q=1; x=27; y=21;
[Item] ID=cliffEdge1_E; q=1; x=27; y=22;
[Item] ID=cliffEdge1_E; q=1; x=27; y=23;
[Item] ID=cliffEdge1_E; q=1; x=27; y=24;
[Item] ID=cliffEdge1_E; q=1; x=27; y=25;
[Item] ID=cliffEdge1_E; q=1; x=27; y=26;
[Item] ID=cliffEdge1_E; q=1; x=27; y=27;
[Item] ID=cliffEdge1_E; q=1; x=27; y=28;
[Item] ID=cliffEdge1_E; q=1; x=27; y=29;
[Item] ID=cliffEdge1_E; q=1; x=27; y=30;
[Item] ID=cliffEdge1_E; q=1; x=27; y=31;
[Item] ID=cliffEdge1_E; q=1; x=27; y=32;
[Item] ID=cliffEdge1_E; q=1; x=27; y=33;
[Item] ID=cliffEdge1_E; q=1; x=27; y=34;
[Item] ID=cliffEdge1_E; q=1; x=27; y=35;
[Item] ID=cliffEdge1_E; q=1; x=27; y=36;
[Item] ID=cliffEdge1_E; q=1; x=27; y=37;
[Item] ID=cliffEdge1_E; q=1; x=27; y=38;
[Item] ID=cliffEdge1_E; q=1; x=27; y=39;
[Item] ID=cliffEdge1_E; q=1; x=27; y=40;
[Item] ID=cliffEdge1_E; q=1; x=27; y=41;
[Item] ID=cliffEdge1_E; q=1; x=27; y=42;
[Item] ID=cliffEdge1_E; q=1; x=27; y=43;
[Item] ID=cliffEdge1_E; q=1; x=27; y=44;
[Item] ID=cliffEdge1_E; q=1; x=27; y=45;
[Item] ID=cliffEdge1_E; q=1; x=27; y=46;
[Item] ID=cliffEdge1_E; q=1; x=27; y=47;
[Item] ID=cliffEdge1_E; q=1; x=27; y=48;
[Item] ID=cliffEdge1_E; q=1; x=27; y=49;
[Item] ID=cliffEdge1_E; q=1; x=27; y=50;
[Item] ID=cliffEdge1_E; q=1; x=27; y=51;
[Item] ID=cliffEdge1_E; q=1; x=27; y=52;
[Item] ID=cliffEdge1_E; q=1; x=27; y=53;
[Item] ID=cliffEdge1_E; q=1; x=27; y=54;
[Item] ID=cliffEdge1_E; q=1; x=27; y=55;
[Item] ID=cliffEdge1_E; q=1; x=27; y=56;
[Item] ID=cliffEdge1_E; q=1; x=27; y=57;
[Item] ID=cliffEdge1_E; q=1; x=27; y=58;
[Item] ID=cliffEdge1_E; q=1; x=27; y=59;
[Item] ID=cliffEdge1_E; q=1; x=27; y=60;
[Item] ID=cliffEdge1_E; q=1; x=27; y=61;
[Item] ID=cliffEdge1_E; q=1; x=27; y=62;
[Item] ID=cliffEdge1_E; q=1; x=27; y=63;
[Item] ID=cliffEdge1_E; q=1; x=27; y=64;
